item              mean     stderr   stddev   median   95%HPDlo 95%HPDup ACT      ESS      geometric-mean 
fall_drop         -10.0380 0.008839 0.247685 -10.0376 -10.5461 -9.57809 0        NaN      NaN     
fall_drop         -8.40827 0.007039 0.201736 -8.40574 -8.83093 -8.03224 0        NaN      NaN     
fall_drop         -3.66871 0.002415 0.076054 -3.66461 -3.81530 -3.52415 0        NaN      NaN     
fall_drop         -3.97056 0.002429 0.082069 -3.96936 -4.12381 -3.80385 0        NaN      NaN     
fall_drop         -5.24280 0.004328 0.148364 -5.23440 -5.52883 -4.96642 0        NaN      NaN     
far               -10.2873 0.013921 0.512447 -10.2026 -11.3991 -9.39706 0        NaN      NaN     
far               -5.03230 0.004044 0.150375 -5.03048 -5.31412 -4.74613 0        NaN      NaN     
far               -4.91180 0.004789 0.194038 -4.90097 -5.31171 -4.56124 0        NaN      NaN     
far               -8.19135 0.006764 0.185737 -8.18897 -8.52228 -7.81319 0        NaN      NaN     
far               -4.21857 0.002799 0.093856 -4.21778 -4.39106 -4.02193 0        NaN      NaN     
far               -4.06594 0.002833 0.08777  -4.06328 -4.23883 -3.89948 0        NaN      NaN     
far               -4.27594 0.002717 0.096789 -4.2732  -4.49130 -4.10424 0        NaN      NaN     
far               -3.68645 0.002373 0.075872 -3.68251 -3.83615 -3.54413 0        NaN      NaN     
far               -4.57923 0.003363 0.12347  -4.57677 -4.84499 -4.36252 0        NaN      NaN     
far               -5.25852 0.004311 0.148145 -5.24959 -5.54411 -4.98749 0        NaN      NaN     
far               -5.07464 0.003727 0.145191 -5.07176 -5.36681 -4.80931 0        NaN      NaN     
far               -4.48195 0.003748 0.144587 -4.47952 -4.78435 -4.22000 0        NaN      NaN     
fat_grease        -3.98970 0.003028 0.088859 -3.98684 -4.16800 -3.82248 0        NaN      NaN     
fat_grease        -8.71724 0.010095 0.249811 -8.71317 -9.19734 -8.23004 0        NaN      NaN     
father            -13.0904 0.016295 0.670619 -12.9615 -14.5846 -11.9668 0        NaN      NaN     
father            -11.2520 0.008781 0.332541 -11.2519 -11.8781 -10.5804 0        NaN      NaN     
father            -5.53706 0.004437 0.176676 -5.528   -5.90462 -5.22510 0        NaN      NaN     
father            -4.29803 0.002669 0.096318 -4.29518 -4.51237 -4.12953 0        NaN      NaN     
fear_verb         -9.55991 0.009807 0.321386 -9.54669 -10.1488 -8.93778 0        NaN      NaN     
fear_verb         -13.0422 0.021561 0.856637 -13.2307 -14.2799 -11.0260 0        NaN      NaN     
fear_verb         -5.50446 0.004468 0.177053 -5.49605 -5.88194 -5.20089 0        NaN      NaN     
fear_verb         -14.0114 0.009119 0.324364 -14.0077 -14.6712 -13.4097 0        NaN      NaN     
feather_large     -4.29487 0.003718 0.108801 -4.29335 -4.50696 -4.08290 0        NaN      NaN     
feather_large     -18.5887 0.030216 1.075636 -18.7500 -20.6614 -16.2349 0        NaN      NaN     
feather_large     -14.2862 0.015145 0.508378 -14.2737 -15.3037 -13.2666 0        NaN      NaN     
feather_large     -9.96218 0.010884 0.429326 -10.0361 -10.6468 -8.93808 0        NaN      NaN     
feather_large     -4.65645 0.00331  0.139738 -4.65304 -4.94815 -4.40170 0        NaN      NaN     
few               -17.8859 0.012496 0.482248 -17.8622 -18.7962 -16.8741 0        NaN      NaN     
few               -5.05700 0.004004 0.150084 -5.05434 -5.3559  -4.78723 0        NaN      NaN     
few               -4.73789 0.004037 0.147237 -4.72876 -5.02393 -4.45856 0        NaN      NaN     
few               -4.16227 0.002984 0.097278 -4.16268 -4.35788 -3.98531 0        NaN      NaN     
