item              mean     stderr   stddev   median   95%HPDlo 95%HPDup ACT      ESS      geometric-mean 
dog               -4.01942 0.003044 0.08354  -4.01626 -4.17983 -3.85288 0        NaN      NaN     
dog               -8.88233 0.007731 0.196465 -8.87924 -9.29471 -8.52282 0        NaN      NaN     
dog               -19.6481 0.010985 0.368565 -19.6382 -20.3449 -18.9081 0        NaN      NaN     
dog               -4.77770 0.002979 0.100248 -4.77181 -4.96678 -4.58751 0        NaN      NaN     
dog               -10.4168 0.006056 0.240435 -10.4121 -10.8702 -9.95941 0        NaN      NaN     
dog               -4.63650 0.00248  0.064421 -4.63589 -4.77577 -4.52247 0        NaN      NaN     
dog               -4.37933 0.002631 0.07134  -4.37921 -4.51927 -4.24085 0        NaN      NaN     
dog               -4.84875 0.002858 0.096285 -4.84738 -5.03657 -4.66393 0        NaN      NaN     
dog               -9.45723 0.007244 0.208037 -9.45898 -9.84912 -9.03839 0        NaN      NaN     
drink_verb        -4.32105 0.002702 0.079142 -4.32187 -4.46766 -4.16735 0        NaN      NaN     
drink_verb        -5.60319 0.003923 0.126026 -5.60308 -5.85943 -5.37004 0        NaN      NaN     
drink_verb        -11.8131 0.007964 0.270822 -11.8096 -12.3232 -11.2700 0        NaN      NaN     
drink_verb        -14.8453 0.009529 0.375641 -14.819  -15.5919 -14.1188 0        NaN      NaN     
drink_verb        -4.01942 0.003044 0.08354  -4.01626 -4.17983 -3.85288 0        NaN      NaN     
drink_verb        -5.95165 0.003199 0.095907 -5.94934 -6.13534 -5.75306 0        NaN      NaN     
drink_verb        -5.22071 0.00298  0.101806 -5.21664 -5.41919 -5.03313 0        NaN      NaN     
dry_adjv          -11.6423 0.009144 0.233608 -11.6461 -12.0680 -11.1693 0        NaN      NaN     
dry_adjv          -4.32229 0.003112 0.086688 -4.32067 -4.50117 -4.17044 0        NaN      NaN     
dry_adjv          -9.08554 0.006816 0.187876 -9.07789 -9.46932 -8.73793 0        NaN      NaN     
dry_adjv          -4.91462 0.002862 0.079202 -4.91332 -5.06988 -4.76371 0        NaN      NaN     
dry_adjv          -4.28341 0.002818 0.080802 -4.28474 -4.43769 -4.13000 0        NaN      NaN     
dry_adjv          -12.5502 0.009545 0.373488 -12.5388 -13.3681 -11.9279 0        NaN      NaN     
dry_adjv          -5.55541 0.004015 0.127159 -5.55510 -5.80648 -5.31711 0        NaN      NaN     
dry_adjv          -7.86787 0.005728 0.228271 -7.85184 -8.27458 -7.38696 0        NaN      NaN     
dry_adjv          -4.53933 0.002621 0.069495 -4.53632 -4.68137 -4.40800 0        NaN      NaN     
dry_adjv          -4.81807 0.003352 0.097738 -4.81759 -5.00485 -4.62631 0        NaN      NaN     
dry_adjv          -4.32229 0.003112 0.086688 -4.32067 -4.50117 -4.17044 0        NaN      NaN     
dry_adjv          -4.34045 0.002755 0.073497 -4.33980 -4.47956 -4.19128 0        NaN      NaN     
dull_knife        -10.8366 0.006768 0.228939 -10.8311 -11.2994 -10.4093 0        NaN      NaN     
dull_knife        -4.48374 0.004459 0.126598 -4.48209 -4.74713 -4.24248 0        NaN      NaN     
dull_knife        -4.23528 0.003114 0.080746 -4.23421 -4.39811 -4.08161 0        NaN      NaN     
dull_knife        -5.09696 0.002924 0.100578 -5.08973 -5.28849 -4.90157 0        NaN      NaN     
dust              -14.9478 0.007908 0.263151 -14.9513 -15.4644 -14.4553 0        NaN      NaN     
dust              -14.2482 0.010069 0.278874 -14.2468 -14.8213 -13.7575 0        NaN      NaN     
dust              -12.6630 0.008737 0.236461 -12.6515 -13.1346 -12.2289 0        NaN      NaN     
dust              -5.90797 0.003313 0.097876 -5.90489 -6.10419 -5.71676 0        NaN      NaN     
ear               -4.04109 0.00298  0.082685 -4.03809 -4.20107 -3.87803 0        NaN      NaN     
ear               -11.3170 0.005666 0.191956 -11.3181 -11.6786 -10.9217 0        NaN      NaN     
ear               -9.48296 0.009369 0.382928 -9.54421 -10.1290 -8.93099 0        NaN      NaN     
earth_soil        -6.72564 0.006411 0.23237  -6.72286 -7.19661 -6.26913 0        NaN      NaN     
earth_soil        -4.36906 0.002957 0.08411  -4.36691 -4.53833 -4.21751 0        NaN      NaN     
earth_soil        -4.36906 0.002957 0.08411  -4.36691 -4.53833 -4.21751 0        NaN      NaN     
earth_soil        -4.80120 0.00291  0.098928 -4.79576 -4.99924 -4.62564 0        NaN      NaN     
eat               -6.17759 0.006473 0.23753  -6.17748 -6.63714 -5.70617 0        NaN      NaN     
egg               -12.2020 0.007715 0.252793 -12.1988 -12.7388 -11.7504 0        NaN      NaN     
egg               -10.8538 0.009555 0.264365 -10.8511 -11.3688 -10.3593 0        NaN      NaN     
eye               -8.17379 0.00612  0.197535 -8.17105 -8.57574 -7.80500 0        NaN      NaN     
eye               -4.36906 0.002957 0.08411  -4.36691 -4.53833 -4.21751 0        NaN      NaN     
fall_drop         -10.1291 0.005756 0.188624 -10.1251 -10.4861 -9.75512 0        NaN      NaN     
fall_drop         -9.30660 0.00711  0.173791 -9.29535 -9.63893 -8.97171 0        NaN      NaN     
