ID	CONCEPT	DOCULECT	FORM	VALUE	TOKENS	COGID	COGIDS	ALIGNMENT	MORPHEMES	NOTE
3428	cold [weather]	Marubo	matsi	matsi	m a ts i	170	0	m a ts i		None
3429	cold [weather]	Katukina	mati	mati	m a t i	170	0	m a t i		None
3430	cold [weather]	Shipibo_Konibo	matsi	matsi	m a ts i	170	0	m a ts i		None
3431	cold [weather]	Kapanawa	matsi	matsi	m a ts i	170	0	m a ts i		None
3432	cold [weather]	Arara	batsi	batsi	b a ts i	170	0	b a - - ts - i		None
3433	cold [weather]	Shanenawa	matsi	matsi	m a ts i	170	0	m a ts i		None
3434	cold [weather]	Yawanawa	matsi	matsi	m a ts i	170	0	m a ts i		None
3435	cold [weather]	Nukini	matsi	matsi	m a ts i	170	0	m a ts i		None
3436	cold [weather]	Nukini	ikiniki	ikiniki	i k i n i k i	171	0	i k i n i k i		None
3437	cold [weather]	Poyanawa	basi	basi	b a s i	170	0	b a s i		None
3438	cold [weather]	Iskonawa	ikiniki	matsi	i k i n i k i	171	0	i k i n i k i		None
3439	cold [weather]	Chakobo	ʂupi	ʂupi	ʂ u p i	175	0	ʂ u p i		None
3440	cold [weather]	Chakobo	matsi	matsi	m a ts i	170	0	m a ts i		None
3441	cold [weather]	Kakataibo	matsi	matsi	m a ts i	170	0	m a ts i		None
3442	cold [weather]	Kaxarari	ikani	ikani	i k a n i	171	0	i k a n - - i		None
3443	cold [weather]	Mastanawa	batsi	batsi	b a ts i	170	0	b a ts i		None
3444	cold [weather]	Chaninawa	bat͡si	bat͡si	b a ts i	170	0	b a ts i		None
3445	cold [weather]	Sharanawa	bat͡si	bat͡si	b a ts i	170	0	b a ts i		None
3446	cold [weather]	Amawaka	mat͡si	mat͡si	m a ts i	170	0	m a ts i		None
3447	cold [weather]	Nawa	batsi	batsi	b a ts i	170	0	b a ts i		None
3448	cold [weather]	Marinawa	batsi	batsi	b a ts i	170	0	b a ts i		None
3449	cold [weather]	Yaminawa	batsi	batsi	b a ts i	170	0	b a ts i		None
3450	cold [weather]	Kashinawa_P	matsi	matsi	m a ts i	170	0	m a ts i		None
3451	cold [weather]	Kashinawa_B	matʂi	matʂi	m a ʈʂ i	170	0	m a ʈʂ i		None
3452	sharp [knife]	Matses	kuɨnu	kuɨnu	kʷ ɨ n u	1014	0	k u ɨ n - u		None
3453	sharp [knife]	Matis	tʃimu	tʃimu	tʃ i m u	1018	0	tʃ i m u		None
3454	sharp [knife]	Marubo	kɨwan	kɨwan	k ɨ w a n	1019	0	k ɨ w a n		None
3455	sharp [knife]	Katukina	riski	riski	r i s k i	1020	0	r i s k i		None
3456	sharp [knife]	Shipibo_Konibo	kɨnʂu	kɨnʂu	k ɨ n ʂ u	1589	0	k ɨ - n ʂ u		None
3457	sharp [knife]	Kapanawa	kɨʂu	kɨʂu	k ɨ ʂ u	1589	0	k ɨ - - ʂ u		None
3458	sharp [knife]	Arara	duanipa	duanipa	d u a n i p a	1022	0	d u a n i p a		None
3459	sharp [knife]	Iskonawa	kɨntu	kɨntu	k ɨ n t u	1014	0	k ɨ - n t u		None
3460	sharp [knife]	Chakobo	kɨnu	kɨnu	k ɨ n u	1014	0	k ɨ - n - u		None
3461	sharp [knife]	Pakawara	ɨika	ɨika	ɨ j k a	1017	0	ɨ i k a		None
3462	sharp [knife]	Kakataibo	kwɨnu	kwɨnu	kʷ ɨ n u	1014	0	kʷ ɨ - n - u		None
3463	sharp [knife]	Mastanawa	kɨdu	kɨdu	k ɨ d u	1014	0	k ɨ - - d u		None
3464	sharp [knife]	Chaninawa	kɨdu	kɨdu	k ɨ d u	1014	0	k ɨ - - d u		None
3465	sharp [knife]	Sharanawa	kɨdu	kɨdu	k ɨ d u	1014	0	k ɨ - - d u		None
3466	sharp [knife]	Amawaka	kɨndu	kɨndu	k ɨ ⁿd u	1014	0	k ɨ - - ⁿd u		None
3467	sharp [knife]	Nawa	kɨdu	kɨdu	k ɨ d u	1014	0	k ɨ - - d u		None
3468	sharp [knife]	Marinawa	kɨndu	kɨndu	k ɨ ⁿd u	1014	0	k ɨ - - ⁿd u		None
3469	sharp [knife]	Yaminawa	kɨdu	kɨdu	k ɨ d u	1014	0	k ɨ - - d u		None
3470	sharp [knife]	Kashinawa_P	kɨnu	kɨnu	k ɨ n u	1014	0	k ɨ - n - u		None
3471	dull [knife]	Matses	kuɨnma	kuɨnma	kʷ ɨ n + m a	297	51 0	k u ɨ n + m a - -		None
3472	dull [knife]	Matis	kuɨnma	kuɨnma	kʷ ɨ n + m a	297	51 71	k u ɨ n + m a - -		None
3473	dull [knife]	Marubo	kɨntu	kɨntu	k ɨ n t u	296	0	k ɨ n t u		None
3474	dull [knife]	Shipibo_Konibo	ʂɨntu	ʂɨntu	ʂ ɨ n t u	296	0	ʂ ɨ n t u		None
3475	dull [knife]	Kapanawa	xintu	xintu	x i n t u	296	0	x i n t u		None
3476	dull [knife]	Iskonawa	hɨntu	hɨntu	h ɨ n t u	296	0	h ɨ n t u		None
3477	dull [knife]	Chakobo	tʃipu	tʃipu	tʃ i p u	298	0	tʃ i p u		None
3478	dull [knife]	Kakataibo	ʂɨntu	ʂɨntu	ʂ ɨ n t u	296	0	ʂ ɨ n t u		None
3479	dull [knife]	Mastanawa	ʃitu	ʃitu	ʃ i t u	296	0	ʃ i - t u		None
3480	dull [knife]	Chaninawa	ʂɨtu	ʂɨtu	ʂ ɨ t u	296	0	ʂ ɨ - t u		None
3481	dull [knife]	Sharanawa	ʂɨtu	ʂɨtu	ʂ ɨ t u	296	0	ʂ ɨ - t u		None
3482	dull [knife]	Amawaka	çɨntu	çɨntu	ç ɨ n t u	296	0	ç ɨ n t u		None
3483	dull [knife]	Nawa	ʂɨtu	ʂɨtu	ʂ ɨ t u	296	0	ʂ ɨ - t u		None
3484	dull [knife]	Marinawa	ʂɨtu	ʂɨtu	ʂ ɨ t u	296	0	ʂ ɨ - t u		None
3485	dull [knife]	Yaminawa	mata	mata	m a t a	299	0	m a t a		None
3486	dull [knife]	Kashinawa_P	ʃintu	ʃintu	ʃ i n t u	296	0	ʃ i n t u		None
3487	straight	Matses	kue	kue	k u e	1210	0	k u e		None
3488	straight	Matis	kue	kue	k u e	1210	0	k u e		None
3489	straight	Marubo	mɨki	mɨki	m ɨ k i	1212	0	m ɨ k i		None
3490	straight	Katukina	muki	muki	m u k i	1212	0	m u k i		None
3491	straight	Shipibo_Konibo	puntɨ	puntɨ	p u n t ɨ	1208	0	p u n t ɨ		None
3492	straight	Kapanawa	puntɨ	puntɨ	p u n t ɨ	1208	0	p u n t ɨ		None
3493	straight	Arara	kaiakaβi	kaiakaβi	k a i a k a β i	1207	0	k a i a k a β i		None
3494	straight	Shanenawa	mɨstɨ	mɨstɨn	m ɨ s t ɨ	1206	0	m ɨ s t ɨ -		None
3495	straight	Yawanawa	mistan	mistan	m i s t a n	1206	0	m i s t a n		None
3496	straight	Chakobo	mɨstɨ	mɨstɨ	m ɨ s t ɨ	1206	0	m ɨ s t ɨ -		None
3497	straight	Kakataibo	puntɨ	puntɨ	p u n t ɨ	1208	0	p u n t ɨ		None
3498	straight	Kaxarari	kayakã	kayakã	k a j a k ã	1207	0	k a j - - a k ã		None
3499	straight	Mastanawa	kajaʔaɸi	kajaʔaɸi	k a j a ʔ a ɸ i	1207	0	k a j a ʔ a ɸ i		None
3500	straight	Chaninawa	bɨstɨ	bɨstɨ	b ɨ s t ɨ	1206	0	b ɨ s t ɨ -		None
3501	straight	Sharanawa	kajaka	kajaka	k a j a k a	1207	0	k a j - - a k a		None
3502	straight	Amawaka	mɨstɨ	mɨstɨ	m ɨ s t ɨ	1206	0	m ɨ s t ɨ -		None
3503	straight	Nawa	wɨsti	wɨsti	w ɨ s t i	1206	0	w ɨ s t i -		None
3504	straight	Marinawa	bɨstɨ	bɨstɨ	b ɨ s t ɨ	1206	0	b ɨ s t ɨ -		None
3505	straight	Yaminawa	mɨstɨj	mɨstɨj	m ɨ s t ɨ	1206	0	m ɨ s t ɨ -		None
3506	straight	Kashinawa_P	justuma	justuma	j u s t u m a	1211	0	j u s t u m a		None
3507	straight	Kashinawa_B	juʂtuma	yuʂtuma	j u ʂ t u m a	1211	0	j u ʂ t u m a		None
3508	black	Matses	tʂɨʂɨ	tʂɨʂɨ	ʈʂ ɨ ʂ ɨ	99	0	ʈʂ - ɨ - ʂ ɨ		None
3509	black	Matis	wisu	wisu	w i s u	98	0	w i s - - u		None
3510	black	Marubo	tʂɨʂɨ	tʂɨʂɨ	ʈʂ ɨ ʂ ɨ	99	0	ʈʂ - ɨ - ʂ ɨ		None
3511	black	Marubo	isu	isu	i s u	98	0	- i s - - u		None
3512	black	Katukina	txeshe	txeshe	tx/ʈʂ e ʃ e	99	0	t x e - ʃ e		None
3513	black	Shipibo_Konibo	wisu	wisu	w i s u	98	0	w i s - - u		None
3514	black	Kapanawa	wisu	wisu	w i s u	98	0	w i s - - u		None
3515	black	Arara	tɨʃɨ	tɨʃɨ	t ɨ ʃ ɨ	1563	0	t - ɨ - ʃ ɨ		None
3516	black	Shanenawa	tɨʂɨ	tuʂu	t ɨ ʂ ɨ	1563	0	t - ɨ - ʂ ɨ		None
3517	black	Yawanawa	tʃɨhʃɨ	tʃɨhʃɨ	tʃ ɨ h ʃ ɨ	99	0	tʃ - ɨ h ʃ ɨ		None
3518	black	Nukini	βisu	βisu	β i s u	98	0	β i s - - u		None
3519	black	Poyanawa	ʧɨhɨ	ʧɨhɨ	tʃ ɨ h ɨ	99	0	tʃ - ɨ h - ɨ		None
3520	black	Iskonawa	ʧɨhɨ	ʧɨhɨ	tʃ ɨ h ɨ	99	0	tʃ - ɨ h - ɨ		None
3521	black	Chakobo	tʃɨkɨ	tʃɨkɨ	tʃ ɨ k ɨ	1562	0	tʃ - ɨ - k ɨ		None
3522	black	Pakawara	tʃɨkɨ	tʃɨkɨ	tʃ ɨ k ɨ	1562	0	tʃ - ɨ - k ɨ		None
3523	black	Kakataibo	tunan	tunan	t u n a n	102	0	t u n a n		None
3524	black	Kaxarari	tʃɨʂɨ	tʃɨʂɨ	tʃ ɨ ʂ ɨ	99	0	tʃ - ɨ - ʂ ɨ		None
3525	black	Mastanawa	ɸɨsu	ɸɨsu(pa)	ɸ ɨ s u	98	0	ɸ ɨ s - - u		None
3526	black	Chaninawa	ɸisu	ɸisu	ɸ i s u	98	0	ɸ i s - - u		None
3527	black	Sharanawa	ɸisu	ɸisu	ɸ i s u	98	0	ɸ i s - - u		None
3528	black	Amawaka	t͡ʃaʔu	t͡ʃaʔu	tʃ a ʔ u	103	0	tʃ a ʔ u		None
3529	black	Nawa	ɸisu	ɸisu	ɸ i s u	98	0	ɸ i s - - u		None
3530	black	Marinawa	ɸisu	ɸisu	ɸ i s u	98	0	ɸ i s - - u		None
3531	black	Marinawa	ʧɨʂɨ	ʧɨʂɨ	tʃ ɨ ʂ ɨ	99	0	tʃ - ɨ - ʂ ɨ		None
3532	black	Yaminawa	ɸɨsu	ɸɨsu	ɸ ɨ s u	98	0	ɸ ɨ s - - u		None
3533	black	Kashinawa_P	mɨʂu	mɨʂu	m ɨ ʂ u	1561	0	m ɨ ʂ - - u		None
3534	black	Kashinawa_B	mɨʂupa	mɨʂupa	m ɨ ʂ u p a	1561	0	m ɨ ʂ u p a		None
3535	white	Matses	uʂu	uʂu	u ʂ u	1439	0	- u ʂ - - u		None
3536	white	Matis	wasa	wasa	w a s a	1624	0	w a s a		None
3537	white	Marubo	uʂu	uʂu	u ʂ u	1439	0	- u ʂ - - u		None
3538	white	Katukina	uxu	uxu	u x/ʂ u	1439	0	- u x - - u		None
3539	white	Shipibo_Konibo	huʂu	huʂu	h u ʂ u	1439	0	h u ʂ - - u		None
3540	white	Kapanawa	huʂu	huʂu	h u ʂ u	1439	0	h u ʂ - - u		None
3541	white	Arara	oʃɨpa	oʃɨpa	o ʃ ɨ p a	1621	0	- o ʃ ɨ p a		None
3542	white	Yawanawa	uʃu	uʃu	u ʃ u	1439	0	- u ʃ - - u		None
3543	white	Nukini	uhu	uhu	u h u	1439	0	- u h - - u		None
3544	white	Poyanawa	uhu	uhu	u h u	1439	0	- u h - - u		None
3545	white	Iskonawa	rauh	rauh	r a u h	1396	0	r a u h		None
3546	white	Chakobo	huʂu	huʂu	h u ʂ u	1439	0	h u ʂ - - u		None
3547	white	Pakawara	huʂu	huʂu	h u ʂ u	1439	0	h u ʂ - - u		None
3548	white	Kakataibo	uʂu	uʂu	u ʂ u	1439	0	- u ʂ - - u		None
3549	white	Kaxarari	wakuʂu	wakuʂu	w a k u ʂ u	1623	0	w a k u ʂ u		None
3550	white	Mastanawa	uʂu	uʂu(pa)	u ʂ u	1439	0	- u ʂ - - u		None
3551	white	Chaninawa	uʂu	uʂu	u ʂ u	1439	0	- u ʂ - - u		None
3552	white	Sharanawa	uʂu	uʂu	u ʂ u	1439	0	- u ʂ - - u		None
3553	white	Amawaka	huçu	huçu	h u ç u	1439	0	h u ç - - u		None
3554	white	Nawa	uʂu	uʂu	u ʂ u	1439	0	- u ʂ - - u		None
3555	white	Marinawa	uʂu	uʂu	u ʂ u	1439	0	- u ʂ - - u		None
3556	white	Yaminawa	uʂu	uʂu	u ʂ u	1439	0	- u ʂ - - u		None
3557	white	Kashinawa_P	huʂu	huʂu	h u ʂ u	1439	0	h u ʂ - - u		None
3558	white	Kashinawa_B	huʂupa	huʂupa	h u ʂ u p a	1439	0	h u ʂ u p a		None
3559	red	Matses	piu	piu	p i u	904	0	p i u		None
3560	red	Matis	pɨd	pɨd	p ɨ d	904	0	p ɨ d		None
3561	red	Marubo	unʃin	unʃin	u n ʃ i n	875	0	- u n ʃ i n		None
3562	red	Katukina	unji	unji	u n j i	875	0	- u n j i -		None
3563	red	Shipibo_Konibo	huʃin	huʃin	h u ʃ i n	875	0	h u - ʃ i n		None
3564	red	Kapanawa	huʃin	huʃin	h u ʃ i n	875	0	h u - ʃ i n		None
3565	red	Arara	uʃinipa	uʃinipa	u ʃ i n i p a	875	0	- u - ʃ i n i p a		None
3566	red	Shanenawa	uʂuni	uʂuni	u ʂ u n i	875	0	u ʂ u n i		None
3567	red	Yawanawa	uʃin	uʃin	u ʃ i n	875	0	- u - ʃ i n		None
3568	red	Poyanawa	taʃi	taʃi	t a ʃ i	903	0	t a ʃ - - i		None
3569	red	Iskonawa	uʃin	uʃin	u ʃ i n	875	0	- u - ʃ i n		None
3570	red	Chakobo	piʃi	piʃi	p i ʃ i	895	0	p i - ʃ i -		None
3571	red	Pakawara	ʃini	ʃini	ʃ i n i	875	0	- ʃ i n i		None
3572	red	Kakataibo	tʃɨʂka	tʃɨʂka	tʃ ɨ ʂ k a	897	0	tʃ ɨ ʂ k a		None
3573	red	Kaxarari	puʂɨ	puʂɨ	p u ʂ ɨ	902	0	p u - ʂ ɨ -		None
3574	red	Mastanawa	unʃi	unʃi	u n ʃ i	875	0	- u n ʃ i -		None
3575	red	Chaninawa	uʃin	uʃin	u ʃ i n	875	0	- u - ʃ i n		None
3576	red	Sharanawa	uʃin	uʃin	u ʃ i n	875	0	- u - ʃ i n		None
3577	red	Amawaka	winʃi	winʃi	w i n ʃ i	853	0	w i n ʃ i -		None
3578	red	Nawa	uʃi	uʃi	u ʃ i	875	0	- u - ʃ i -		None
3579	red	Marinawa	uʃi	uʃi	u ʃ i	875	0	- u - ʃ i -		None
3580	red	Yaminawa	ũʃi	ũʃi	ũ ʃ i	875	0	- ũ - ʃ i -		None
3581	red	Kashinawa_P	taʂi	taʂi	t a ʂ i	903	0	t a ʂ - - i		None
3582	red	Kashinawa_B	taʂipa	taʂipa	t a ʂ i p a	903	0	t a ʂ i p a		None
3583	yellow	Matses	βɨʂpiu	βɨʂpiu	β ɨ ʂ p i u	1537	0	β ɨ ʂ p i u		None
3584	yellow	Matis	ʃin	ʃin	ʃ i n	1531	0	ʃ i n -		None
3585	yellow	Marubo	kaʂta	kaʂta	k a ʂ t a	1533	0	k a ʂ t a		None
3586	yellow	Katukina	manjin	manjin	m a n j i n	1531	0	m a n j i n		None
3587	yellow	Shipibo_Konibo	panʃin	panʃin	p a n ʃ i n	1531	0	p a n ʃ i n -		None
3588	yellow	Kapanawa	paʃin	paʃin	p a ʃ i n	1531	0	p a - ʃ i n -		None
3589	yellow	Arara	pãʃi	pãʃi	p ã ʃ i	1531	0	p ã - ʃ i - -		None
3590	yellow	Shanenawa	paʂini	paʂini	p a ʂ i n i	1531	0	p a - ʂ i n i		None
3591	yellow	Yawanawa	paʃin	paʃin	p a ʃ i n	1531	0	p a - ʃ i n -		None
3592	yellow	Nukini	pãʃi	pãʃi	p ã ʃ i	1531	0	p ã - ʃ i - -		None
3593	yellow	Poyanawa	panxin	panxin	p a n x/ʂ i n	1531	0	p a n x i n -		None
3594	yellow	Iskonawa	taʃi	taʃi	t a ʃ i	1531	0	t a - ʃ i - -		None
3595	yellow	Chakobo	ʃini	ʃini	ʃ i n i	1531	0	ʃ i n i		None
3596	yellow	Kakataibo	panʃin	panʃin	p a n ʃ i n	1531	0	p a n ʃ i n -		None
3597	yellow	Kaxarari	ʂini	ʂini	ʂ i n i	1531	0	ʂ i n i		None
3598	yellow	Mastanawa	aɾawa	aɾawa	a ɾ a w a	1532	0	a ɾ a w a		None
3599	yellow	Chaninawa	aɾawa	aɾawa	a ɾ a w a	1532	0	a ɾ a w a		None
3600	yellow	Sharanawa	aɾawa	aɾawa	a ɾ a w a	1532	0	a ɾ a w a		None
3601	yellow	Amawaka	nawa	nawa	n a w a	1532	0	n a w a		None
3602	yellow	Nawa	aɾawã	aɾawã	a ɾ a w ã	1532	0	a ɾ a w ã		None
3603	yellow	Marinawa	ʧasda	ʧasda	tʃ a s d a	1533	0	tʃ a s d a		None
3604	yellow	Yaminawa	ʧaʂta	ʧaʂta	tʃ a ʂ t a	1533	0	tʃ a ʂ t a		None
3605	yellow	Kashinawa_P	paʃin	paʃin	p a ʃ i n	1531	0	p a - ʃ i n -		None
3606	yellow	Kashinawa_B	paʃin	paʃin	p a ʃ i n	1531	0	p a - ʃ i n -		None
3607	green [color]	Matses	umu	umu	u m u	517	0	u m u		None
3608	green [color]	Matis	ɨmu	ɨmu	ɨ m u	517	0	ɨ m u		None
3609	green [color]	Marubo	ʂanɨ	ʂanɨ	ʂ a n ɨ	526	0	ʂ a n ɨ		None
3610	green [color]	Katukina	shau	shau	ʃ a u	530	0	ʃ a - u		None
3611	green [color]	Shipibo_Konibo	yankun	yankun	j a n k u n	518	0	j a n k u n		None
3612	green [color]	Kapanawa	yankun	yankun	j a n k u n	518	0	j a n k u n		None
3613	green [color]	Arara	ʃininipa	ʃininipa	ʃ i n i n i p a	533	0	ʃ i n i n i p a		None
3614	green [color]	Shanenawa	ʂu	ʂu	ʂ u	530	0	ʂ u - -		None
3615	green [color]	Yawanawa	ʂuku	ʂuku	ʂ u k u	530	0	ʂ u k u		None
3616	green [color]	Nukini	huku	huku	h u k u	530	0	h u k u		None
3617	green [color]	Poyanawa	ikamba	ikamba	i k a m b a	524	0	i k a m b a		None
3618	green [color]	Iskonawa	ho	ho	h o	530	0	h o		None
3619	green [color]	Chakobo	niaβa	niaβa	n i a β a	516	0	n i a β a		None
3620	green [color]	Kakataibo	ʂu	kurua	ʂ u	530	0	ʂ u - -		None
3621	green [color]	Kaxarari	yara	yara	j a r a	527	0	j a r a		None
3622	green [color]	Mastanawa	ʂu	ʂu	ʂ u	530	0	ʂ u - -		None
3623	green [color]	Chaninawa	ʂu	ʂu	ʂ u	530	0	ʂ u - -		None
3624	green [color]	Sharanawa	ʂu	ʂu	ʂ u	530	0	ʂ u - -		None
3625	green [color]	Amawaka	nawa	nawa	n a w a	492	0	n a - w a		None
3626	green [color]	Nawa	tuna	tuna	t u n a	525	0	t u n a		None
3627	green [color]	Marinawa	ʂu	ʂu	ʂ u	530	0	ʂ u - -		None
3628	green [color]	Yaminawa	paʂa	paʂa	p a ʂ a	522	0	p a ʂ a		None
3629	green [color]	Yaminawa	ʂu	ʂu	ʂ u	530	0	ʂ u - -		None
3630	green [color]	Kashinawa_P	nankɨ	nankɨ	n a n k ɨ	528	0	n a n k ɨ		None
3631	green [color]	Kashinawa_B	huʂiama	huʂiama	h u ʂ i a m a	529	0	h u ʂ i a m a		None
3632	new	Matses	tʃuka	tʃuka	tʃ u k a	818	0	tʃ u k a		None
3633	new	Matis	paʂa	paʂa	p a ʂ a	813	0	p a ʂ a		None
3634	new	Marubo	βɨna	βɨna	β ɨ n a	812	0	β ɨ n a		None
3635	new	Katukina	βena	βena	β e n a	812	0	β e n a		None
3636	new	Shipibo_Konibo	βɨna	βɨna	β ɨ n a	812	0	β ɨ n a		None
3637	new	Kapanawa	βɨna	βɨna	β ɨ n a	812	0	β ɨ n a		None
3638	new	Arara	βɨnda	βɨnda	β ɨ ⁿd a	812	0	β ɨ n d a		None
3639	new	Arara	pɨʃkɨ	pɨʃkɨ	p ɨ ʃ k ɨ	817	0	p ɨ ʃ k ɨ		None
3640	new	Shanenawa	fɨna	fɨna	f ɨ n a	812	0	f ɨ n a		None
3641	new	Yawanawa	βɨna	βɨna	β ɨ n a	812	0	β ɨ n a		None
3642	new	Poyanawa	βɨhu	βɨhu	β ɨ h u	812	0	β ɨ h u		None
3643	new	Iskonawa	βɨna	βɨna	β ɨ n a	812	0	β ɨ n a		None
3644	new	Chakobo	paʂa	paʂa	p a ʂ a	813	0	p a ʂ a		None
3645	new	Kakataibo	io	io	i o	820	0	i o		None
3646	new	Kaxarari	xawɨlakɨ	xawɨlakɨ	x/ʂ a w ɨ l a k ɨ	819	0	x a w ɨ l a k ɨ		None
3647	new	Mastanawa	ɸɨda	ɸɨda	ɸ ɨ d a	812	0	ɸ ɨ d a		None
3648	new	Chaninawa	ɸɨda	ɸɨda	ɸ ɨ d a	812	0	ɸ ɨ d a		None
3649	new	Sharanawa	ɸɨda	ɸɨda	ɸ ɨ d a	812	0	ɸ ɨ d a		None
3650	new	Amawaka	wɨnda	wɨnda	w ɨ ⁿd a	812	0	w ɨ ⁿd a		None
3651	new	Nawa	ɸɨda	ɸɨda	ɸ ɨ d a	812	0	ɸ ɨ d a		None
3652	new	Marinawa	ɸɨnda	ɸɨnda	ɸ ɨ ⁿd a	812	0	ɸ ɨ ⁿd a		None
3653	new	Yaminawa	ɸɨda	ɸɨda	ɸ ɨ d a	812	0	ɸ ɨ d a		None
3654	new	Kashinawa_P	βɨna	βɨna	β ɨ n a	812	0	β ɨ n a		None
3655	new	Kashinawa_B	βɨna	βɨna	β ɨ n a	812	0	β ɨ n a		None
3656	old [adj.]	Matses	ʂɨni	ʂɨni	ʂ ɨ n i	833	0	ʂ ɨ n i -		None
3657	old [adj.]	Matis	ʂɨni	ʂɨni	ʂ ɨ n i	833	0	ʂ ɨ n i -		None
3658	old [adj.]	Marubo	ʂɨni	ʂɨni	ʂ ɨ n i	833	0	ʂ ɨ n i -		None
3659	old [adj.]	Katukina	shenia	sheni-a	ʃ e n i a	833	0	ʃ e n i a		None
3660	old [adj.]	Shipibo_Konibo	payu	payu	p a j u	837	0	p a j u		None
3661	old [adj.]	Kapanawa	ʂɨni	ʂɨni	ʂ ɨ n i	833	0	ʂ ɨ n i -		None
3662	old [adj.]	Arara	ãdihɨ	ãdihɨ	ã d i h ɨ	842	0	ã d i h ɨ		None
3663	old [adj.]	Shanenawa	ani	ani	a n i	805	0	a n i		None
3664	old [adj.]	Yawanawa	ʃini	ʃini	ʃ i n i	833	0	ʃ i n i -		None
3665	old [adj.]	Nukini	nusi	nusi	n u s i	834	0	n u s i		None
3666	old [adj.]	Poyanawa	iwa	iwa	i w a	838	0	i w a		None
3667	old [adj.]	Iskonawa	hɨni	hɨni	h ɨ n i	833	0	h ɨ n i -		None
3668	old [adj.]	Chakobo	yusi	yusi	j u s i	834	0	j u s i		None
3669	old [adj.]	Pakawara	nui	nui	n u i	834	0	n u i		None
3670	old [adj.]	Kakataibo	ʂɨni	ʂɨni	ʂ ɨ n i	833	0	ʂ ɨ n i -		None
3671	old [adj.]	Kaxarari	tʃapawɨ	tʃapawɨ	tʃ a p a w ɨ	839	0	tʃ a p a w ɨ		None
3672	old [adj.]	Mastanawa	ʂɨdi	ʂɨdi	ʂ ɨ d i	833	0	ʂ ɨ d i -		None
3673	old [adj.]	Chaninawa	ʂɨdi	ʂɨdi	ʂ ɨ d i	833	0	ʂ ɨ d i -		None
3674	old [adj.]	Sharanawa	ʂɨdi	ʂɨdi	ʂ ɨ d i	833	0	ʂ ɨ d i -		None
3675	old [adj.]	Amawaka	çɨndi	çɨndi	ç ɨ ⁿd i	833	0	ç ɨ ⁿd i -		None
3676	old [adj.]	Nawa	ʂɨdi	ʂɨdi	ʂ ɨ d i	833	0	ʂ ɨ d i -		None
3677	old [adj.]	Marinawa	ʂɨndi	ʂɨndi	ʂ ɨ ⁿd i	833	0	ʂ ɨ ⁿd i -		None
3678	old [adj.]	Yaminawa	ʂɨdi	ʂɨdi	ʂ ɨ d i	833	0	ʂ ɨ d i -		None
3679	old [adj.]	Kashinawa_P	ʂɨni	ʂɨni	ʂ ɨ n i	833	0	ʂ ɨ n i -		None
3680	old [adj.]	Kashinawa_B	mɨstɨβu	mɨstɨβu	m ɨ s t ɨ β u	840	0	m ɨ s t ɨ β u		None
3681	good	Matses	βɨda	βɨda	β ɨ d a	503	0	β ɨ d a		None
3682	good	Matis	βɨda	βɨda	β ɨ d a	503	0	β ɨ d a		None
3683	good	Marubo	rua	rua	r u a	499	0	- r u - - a		None
3684	good	Katukina	ruapa	rua-pa	r u a p a	499	0	- r u a p a		None
3685	good	Shipibo_Konibo	hakun	hakun	h a k u n	502	0	h a k u n		None
3686	good	Kapanawa	siri	siri	s i r i	498	0	s i r - - i		None
3687	good	Kapanawa	hakun	hakun	h a k u n	502	0	h a k u n		None
3688	good	Arara	ʃara	ʃara	ʃ a r a	498	0	ʃ a r - - a		None
3689	good	Shanenawa	ʃaraka	ʂaraka	ʃ a r a k a	498	0	ʃ a r a k a		None
3690	good	Yawanawa	ʃara	ʃara	ʃ a r a	498	0	ʃ a r - - a		None
3691	good	Nukini	iru	iru	i r u	499	0	i r u - - -		None
3692	good	Poyanawa	iru	iru	i r u	499	0	i r u - - -		None
3693	good	Iskonawa	iru	iru	i r u	499	0	i r u - - -		None
3694	good	Chakobo	hia	hia	h i a	506	0	h i a		None
3695	good	Kakataibo	upi	upi	u p i	500	0	u p i		None
3696	good	Kaxarari	tsuwi	tsuwi	ts u w i	505	0	ts u w i		None
3697	good	Mastanawa	ʃaɾa	ʂaɾa	ʂ a ɾ a	498	0	ʂ a ɾ - - a		None
3698	good	Chaninawa	ʃaɾa	ʃaɾa	ʃ a ɾ a	498	0	ʃ a ɾ - - a		None
3699	good	Sharanawa	ʃaɾa	ʃaɾa	ʃ a ɾ a	498	0	ʃ a ɾ - - a		None
3700	good	Amawaka	ʃaɾa	ʃaɾa	ʃ a ɾ a	498	0	ʃ a ɾ - - a		None
3701	good	Nawa	ʃaɾa	ʃaɾa	ʃ a ɾ a	498	0	ʃ a ɾ - - a		None
3702	good	Marinawa	ʃaɾa	ʂaɾa	ʂ a ɾ a	498	0	ʂ a ɾ - - a		None
3703	good	Yaminawa	ʃaɾa	ʂaɾa	ʃ a ɾ a	498	0	ʃ a ɾ - - a		None
3704	good	Yaminawa	ʃala	ʂala	ʃ a l a	498	0	ʃ a l - - a		None
3705	good	Kashinawa_P	pɨ	pɨ	p ɨ	500	0	- p ɨ		None
3706	good	Kashinawa_B	pi	pi	p i	500	0	- p i		None
3707	bad	Matses	iksa	iksa	i k s a	1550	0	i k s a		None
3708	bad	Matis	iksama	iksama	i k s a + m a	1550	0	i k s a + m - a		None
