ID	CONCEPT	DOCULECT	FORM	VALUE	TOKENS	COGID	COGIDS	ALIGNMENT	MORPHEMES	NOTE
310	wife	Chakobo	awini	awini	a w i n i	1460	0	- a w i n i - - - - -		None
311	wife	Pakawara	ʔawini	?awini	ʔ a w i n i	1460	0	ʔ a w i - n i - - - -		None
312	wife	Kakataibo	ʂano	ʂano	ʂ a n o	1469	0	ʂ a n o		None
313	wife	Kaxarari	ɨitahi	ɨitahi	ɨ i t a h i	1467	0	ɨ i t a h i		None
314	wife	Mastanawa	ɨnwɨami	ɨnwɨami	ɨ w ɨ n + a m i	1460	0	- ɨ w ɨ n + a m i - -		None
315	wife	Chaninawa	ɨwɨami	ɨwɨami	ɨ w ɨ + a m i n	1460	0	- ɨ w ɨ - - + a m i n		None
316	wife	Chaninawa	ɨwɨaβi	ɨwɨaβi	ɨ w ɨ + a β i n	1460	0	- ɨ w ɨ - - + a β i n		None
317	wife	Sharanawa	awin	awin	a w i n	1460	0	- a w i - - - - - n -		None
318	wife	Amawaka	ain	ain	a i n	1460	0	- a - i - - - - - n -		None
319	wife	Nawa	a:mi	a:mi	aː m i	1460	0	- aː - - - - - m i - -		None
320	wife	Marinawa	ami	ami	a m i	1460	0	- a - - - - - m i - -		None
321	wife	Marinawa	pandu	pandu	p a ⁿd u	1464	0	p a ⁿd u		None
322	wife	Yaminawa	awĩ	awĩ	a w ĩ	1460	0	- a w ĩ - - - - - - -		None
323	wife	Kashinawa_P	ajʔ	ajʔ	a j ʔ	1468	0	a j ʔ		None
324	wife	Kashinawa_B	aĩ	aĩ	a ĩ	1460	0	- a - ĩ - - - - - - -		None
325	person (human)	Matses	matses	matses	m a ts e s	858	0	m a ts e s		None
326	person (human)	Matis	matses	matses	m a ts e s	858	0	m a ts e s		None
327	person (human)	Marubo	jura	jura	j u r a	855	0	j u r a		None
328	person (human)	Shipibo_Konibo	huni	huni	h u n i	856	0	( - - - - - ) h u n i		None
329	person (human)	Kapanawa	huni	huni	h u n i	856	0	( - - - - - ) h u n i		None
330	person (human)	Arara	jura	jura	j u r a	855	0	j u r a		None
331	person (human)	Shanenawa	jura	jura	j u r a	855	0	j u r a		None
332	person (human)	Yawanawa	jura	jura	j u r a	855	0	j u r a		None
333	person (human)	Nukini	nukuni	nukuni	n u k u + u n i	856	0	( n u k u + ) - u n i		None
334	person (human)	Poyanawa	undi	undi	u nd i	856	0	( - - - - - ) - u nd i		None
335	person (human)	Iskonawa	uni	uni	u n i	856	0	( - - - - - ) - u n i		None
336	person (human)	Chakobo	nuʔiria	nu?iria	n u ʔ i r i a	807	0	n u ʔ i r i a		None
337	person (human)	Pakawara	huni	huni	h u n i	856	0	( - - - - - ) h u n i		None
338	person (human)	Kakataibo	uni	uni	u n i	856	0	( - - - - - ) - u n i		None
339	person (human)	Kaxarari	huni	huni	h u n i	856	0	( - - - - - ) h u n i		None
340	person (human)	Mastanawa	juɾa	juɾa	j u ɾ a	855	0	j u ɾ a		None
341	person (human)	Chaninawa	ju:ɾa	ju:ɾa	j uː ɾ a	855	0	j uː ɾ a		None
342	person (human)	Sharanawa	juɾa	juɾa	j u ɾ a	855	0	j u ɾ a		None
343	person (human)	Amawaka	juɾa	juɾa	j u ɾ a	855	0	j u ɾ a		None
344	person (human)	Nawa	ju:ɾa	ju:ɾa	j uː ɾ a	855	0	j uː ɾ a		None
345	person (human)	Marinawa	juɾa	juɾa	j u ɾ a	855	0	j u ɾ a		None
346	person (human)	Yaminawa	juɾa	juɾa	j u ɾ a	855	0	j u ɾ a		None
347	person (human)	Kashinawa_P	huni	huni	h u n i	856	0	( - - - - - ) h u n i		None
348	person (human)	Kashinawa_B	yuda	yuda	j u d a	855	0	j u d a		None
349	name	Matses	kuɨmɨdaid	kuɨmɨdaid	kʷ ɨ + m ɨ + d a i d	774	0	kʷ ɨ + m ɨ + d a i d		None
350	name	Matis	anɨ	anɨ	a n ɨ	771	0	- a - n ɨ		None
351	name	Marubo	anɨ	anɨ	a n ɨ	771	0	- a - n ɨ		None
352	name	Shipibo_Konibo	hanɨ	hanɨ	h a n ɨ	771	0	h a - n ɨ		None
353	name	Kapanawa	hanɨ	hanɨ	h a n ɨ	771	0	h a - n ɨ		None
354	name	Arara	aɨndɨ	aɨndɨ	a ɨ nd ɨ	771	0	- a ɨ nd ɨ		None
355	name	Shanenawa	anɨ	anɨ	a n ɨ	771	0	- a - n ɨ		None
356	name	Yawanawa	anɨ	anɨ	a n ɨ	771	0	- a - n ɨ		None
357	name	Poyanawa	andɨ	andɨ	a nd ɨ	771	0	- a - nd ɨ		None
358	name	Iskonawa	anɨ	anɨ	a n ɨ	771	0	- a - n ɨ		None
359	name	Chakobo	hanɨ	hanɨ	h a n ɨ	771	0	h a - n ɨ		None
360	name	Kakataibo	anɨ	anɨ	a n ɨ	771	0	- a - n ɨ		None
361	name	Kaxarari	halɨ	halɨ	h a l ɨ	771	0	h a - l ɨ		None
362	name	Mastanawa	adɨ	adɨ	a d ɨ	771	0	- a - d ɨ		None
363	name	Chaninawa	adɨ	adɨ	a d ɨ	771	0	- a - d ɨ		None
364	name	Sharanawa	adɨ	adɨ	a d ɨ	771	0	- a - d ɨ		None
365	name	Amawaka	handɨ	handɨ	h a nd ɨ	771	0	h a - nd ɨ		None
366	name	Nawa	adɨ	adɨ	a d ɨ	771	0	- a - d ɨ		None
367	name	Marinawa	andɨ	andɨ	a nd ɨ	771	0	- a - nd ɨ		None
368	name	Yaminawa	adɨ	adɨ	a d ɨ	771	0	- a - d ɨ		None
369	name	Kashinawa_P	kɨna	kɨna	k ɨ n a	773	0	k ɨ n a		None
370	name	Kashinawa_B	kɨna	kɨna	k ɨ n a	773	0	k ɨ n a		None
371	man [male]	Matses	dada	dada	d a d a	730	0	d a d a		None
372	man [male]	Matis	dada	dada	d a d a	730	0	d a d a		None
373	man [male]	Marubo	βɨnɨ	βɨnɨ	β ɨ n ɨ	734	0	( - - - - - ) β ɨ n ɨ ( - - - - - )		None
374	man [male]	Katukina	huni	huni	h u n i	728	0	( - - - - - ) h u - n i		None
375	man [male]	Kanamari	huni	huni	h u n i	728	0	( - - - - - ) h u - n i		None
376	man [male]	Shipibo_Konibo	βɨmβu	βɨmβu	β ɨ n + β u	703	1	β ɨ n + β u		None
377	man [male]	Kapanawa	βɨβu	βɨβu	β ɨ + β u	703	0	β ɨ - + β u		None
378	man [male]	Arara	dokohwandi	dokohwandi	d o k o + h u a nd i	728	0	( d o k o + ) h u a nd i		None
379	man [male]	Shanenawa	nukuhunɨ	nukuhunɨ	n u k u + h u n ɨ	728	0	( n u k u + ) h u - n ɨ		None
380	man [male]	Yawanawa	nukɨβɨnɨ	nukɨβɨnɨ	n u k ɨ + β ɨ n ɨ	734	0	( n u k ɨ + ) β ɨ n ɨ ( - - - - - )		None
381	man [male]	Nukini	iraβu	iraβu	i r a + β u	731	0	i r a + β u		None
382	man [male]	Poyanawa	iraβu	iraβu	i r a + β u	731	0	i r a + β u		None
383	man [male]	Iskonawa	iɾaβu	iɾaβu	i ɾ a + β u	731	0	i ɾ a + β u		None
384	man [male]	Chakobo	huni	huni	h u n i	728	0	( - - - - - ) h u - n i		None
385	man [male]	Pakawara	huni	huni	h u n i	728	0	( - - - - - ) h u - n i		None
386	man [male]	Kakataibo	βɨnɨ	βɨnɨ	β ɨ n ɨ	734	0	( - - - - - ) β ɨ n ɨ ( - - - - - )		None
387	man [male]	Kaxarari	wãpɨ	wãpɨ	w ã p ɨ	732	0	w ã p ɨ		None
388	man [male]	Kaxarari	βiki	βiki	β i k i	692	0	β i k i		None
389	man [male]	Mastanawa	duʔuhɨdi	duʔuhɨdi	d u ʔ u + ɸ ɨ d i	734	0	( d u ʔ u + ) ɸ ɨ d i ( - - - - - )		None
390	man [male]	Chaninawa	dukuɸɨdɨ	dukuɸɨdɨ	d u k u + ɸ ɨ d ɨ	734	0	( d u k u + ) ɸ ɨ d ɨ ( - - - - - )		None
391	man [male]	Sharanawa	duku ɸɨdɨ	duku ɸɨdɨ	d u k u + ɸ ɨ d ɨ	734	0	( d u k u + ) ɸ ɨ d ɨ ( - - - - - )		None
392	man [male]	Amawaka	hundi	hundi	h u nd i	728	0	( - - - - - ) h u - nd i		None
393	man [male]	Nawa	dukuɸɨdi	dukuɸɨdi	d u k u + ɸ ɨ d i	734	0	( d u k u + ) ɸ ɨ d i ( - - - - - )		None
394	man [male]	Marinawa	dukuɸɨnɨ	dukuɸɨnɨ	d u k u + ɸ ɨ n ɨ	734	0	( d u k u + ) ɸ ɨ n ɨ ( - - - - - )		None
395	man [male]	Yaminawa	wɨnu nawa	wɨnu nawa	w ɨ n ɨ + n a w a	734	0	( - - - - - ) w ɨ n ɨ ( + n a w a )		None
396	man [male]	Kashinawa_P	huni	huni	h u n i	728	0	( - - - - - ) h u - n i		None
397	man [male]	Kashinawa_B	huni	huni	h u n i	728	0	( - - - - - ) h u - n i		None
398	woman	Matses	tʃido	tʃido	tʃ i d o	1505	0	tʃ i d o		None
399	woman	Matis	tʃidaβo	tʃidaβo	tʃ i d o + β o	1505	0	tʃ i d o + β o		None
400	woman	Marubo	ainβu	ainβu	a i n + β u	1504	0	a - i n + β u		None
401	woman	Katukina	ayβu	ayβu	a j + β u	1504	0	a - j - + β u		None
402	woman	Kanamari	oĩβo	oĩβo	a ĩ + β o	1504	0	a - ĩ - + β o		None
403	woman	Shipibo_Konibo	ainβu	ainβu	a i n + β u	1504	0	a - i n + β u		None
404	woman	Kapanawa	aiβu	aiβu	a i + β u	1504	0	a - i - + β u		None
405	woman	Arara	aĩhu	aĩhu	a ĩ + h u	1504	0	a - ĩ - + h u		None
406	woman	Shanenawa	awin	awin	a w i n	1504	0	a w i n - - -		None
407	woman	Yawanawa	awin	awin	a w i n	1504	0	a w i n - - -		None
408	woman	Nukini	ainβu	ainβu	a i n + β u	1504	0	a - i n + β u		None
409	woman	Poyanawa	awĩ	awĩ	a w ĩ	1504	0	a w ĩ - - - -		None
410	woman	Iskonawa	awĩ	awĩ	a w ĩ	1504	0	a w ĩ - - - -		None
411	woman	Chakobo	yuʂa	yuʂa	j u ʂ a	1506	0	j u ʂ a		None
412	woman	Pakawara	yuʂa	yuʂa	j u ʂ a	1506	0	j u ʂ a		None
413	woman	Kakataibo	ʂano	ʂano	ʂ a n u	1496	0	ʂ a n u		None
414	woman	Kaxarari	ʂãpɨ	ʂãpɨ	ʂ ã p ɨ	1509	0	ʂ ã p ɨ		None
415	woman	Mastanawa	ajnɸu	ajnɸu	a j n + ɸ u	1504	0	a - j n + ɸ u		None
416	woman	Chaninawa	aĩɸu	aĩɸu	a ĩ + ɸ u	1504	0	a - ĩ - + ɸ u		None
417	woman	Sharanawa	ainɸu	ainɸu	a i n + ɸ u	1504	0	a - i n + ɸ u		None
418	woman	Amawaka	xandu	andu	ʂ a nd u	1496	0	ʂ a nd u		None
419	woman	Nawa	ajnɸu	ajnɸu	a j n + ɸ u	1504	0	a - j n + ɸ u		None
420	woman	Marinawa	ajnɸu	ajnɸu	a j n + ɸ u	1504	0	a - j n + ɸ u		None
421	woman	Yaminawa	kɨɾu	kɨɾu	k ɨ ɾ u	1510	0	k ɨ ɾ u		None
422	woman	Kashinawa_P	ajnβu	ajnβu	a j n + β u	1504	0	a - j n + β u		None
423	woman	Kashinawa_B	ainβu	ainβu	a i n + β u	1504	0	a - i n + β u		None
424	child	Matses	βakuɨ	βakuɨ	β a kʷ ɨ	156	0	( - - - ) β a kʷ ɨ - - ( - - - - - )		None
425	child	Matis	βakuɨ	βakuɨ	β a kʷ ɨ	156	0	( - - - ) β a kʷ ɨ - - ( - - - - - )		None
426	child	Marubo	βakɨ	βakɨ	β a k ɨ	156	0	( - - - ) β a k ɨ - - ( - - - - - )		None
427	child	Kanamari	ãiiβakɨ	ãiiβakɨ	a i n β a k ɨ	156	0	( a i n ) β a k ɨ - - ( - - - - - )		None
428	child	Shipibo_Konibo	βakɨ	βakɨ	β a k ɨ	156	0	( - - - ) β a k ɨ - - ( - - - - - )		None
429	child	Kapanawa	βakɨ	βakɨ	β a k ɨ	156	0	( - - - ) β a k ɨ - - ( - - - - - )		None
430	child	Arara	βakɨhɨ	βakɨhɨ	β a k ɨ h ɨ	156	0	( - - - ) β a k ɨ h ɨ ( - - - - - )		None
431	child	Shanenawa	ɸakɨ	ɸakɨ	ɸ a k ɨ	156	0	( - - - ) ɸ a k ɨ - - ( - - - - - )		None
432	child	Yawanawa	βakɨ	βakɨ	β a k ɨ	156	0	( - - - ) β a k ɨ - - ( - - - - - )		None
433	child	Nukini	βakɨ	βakɨ	β a k ɨ	156	0	( - - - ) β a k ɨ - - ( - - - - - )		None
434	child	Poyanawa	βakɨ	βakɨ	β a k ɨ	156	0	( - - - ) β a k ɨ - - ( - - - - - )		None
435	child	Iskonawa	βakɨ	βakɨ	β a k ɨ	156	0	( - - - ) β a k ɨ - - ( - - - - - )		None
436	child	Chakobo	ʂuku	ʂuku	ʂ u k u	160	0	ʂ u k u		None
437	child	Chakobo	βakɨ	βakɨ	β a k ɨ	156	0	( - - - ) β a k ɨ - - ( - - - - - )		None
438	child	Pakawara	wakɨ	wakɨ	w a k ɨ	156	0	( - - - ) w a k ɨ - - ( - - - - - )		None
439	child	Kakataibo	toa	toa	t o a	158	0	t o a		None
440	child	Mastanawa	ɸaʔɨʂta	ɸaʔɨʂta	ɸ a ʔ ɨ ʂ t a	156	0	( - - - ) ɸ a ʔ ɨ - - ( - - ʂ t a )		None
441	child	Chaninawa	ɸakɨ	ɸakɨ	ɸ a k ɨ	156	0	( - - - ) ɸ a k ɨ - - ( - - - - - )		None
442	child	Sharanawa	ɸakɨ	ɸakɨ	ɸ a k ɨ	156	0	( - - - ) ɸ a k ɨ - - ( - - - - - )		None
443	child	Amawaka	piʃta	piʃta	p i ʃ t a	120	0	p i ʃ t a		None
444	child	Nawa	ɸakɨ	ɸakɨ	ɸ a k ɨ	156	0	( - - - ) ɸ a k ɨ - - ( - - - - - )		None
445	child	Marinawa	ɸakɨ	ɸakɨ	ɸ a k ɨ	156	0	( - - - ) ɸ a k ɨ - - ( - - - - - )		None
446	child	Yaminawa	waʔɨhu	waʔɨhu	w a ʔ ɨ ɸ u	156	0	( - - - ) w a ʔ ɨ - - ( ɸ u - - - )		None
447	child	Kashinawa_P	βakɨʧta	βakɨʧta	β a k ɨ tʃ a	156	0	( - - - ) β a k ɨ - - ( - - tʃ a - )		None
448	head	Matses	mapi	mapi	m a + p i	554	77 184	m a + - - - - - - - - - p i		None
449	head	Matis	maʂo	maʂo	m a + ʂ o	554	77 180	m a + - - - - - - - ʂ o - -		None
450	head	Marubo	mapu	mapu	m a + p u	554	77 76	m a + p u - - - - - - - - -		None
451	head	Katukina	mapu	mapu	m a + p u	554	77 76	m a + p u - - - - - - - - -		None
452	head	Kanamari	mapu	mapu	m a + p u	554	77 76	m a + p u - - - - - - - - -		None
453	head	Shipibo_Konibo	mapu	mapu	m a + p u	554	77 76	m a + p u - - - - - - - - -		None
454	head	Kapanawa	mapu	mapu	m a + p u	554	77 76	m a + p u - - - - - - - - -		None
455	head	Arara	mapu	βapu	m a + p u	554	77 76	m a + p u - - - - - - - - -		None
456	head	Arara	βuʃka	βuʃka	β u + ʃ k a	1628	81 79	β u + ʃ k a - -		None
457	head	Shanenawa	mapu	mapu	m a + p u	554	77 76	m a + p u - - - - - - - - -		None
458	head	Yawanawa	mapu	mapu	m a + p u	554	77 76	m a + p u - - - - - - - - -		None
459	head	Nukini	mapu	mapu	m a + p u	554	77 76	m a + p u - - - - - - - - -		None
460	head	Poyanawa	βuhka	βuhka	β u + h k a	1628	81 79	β u + h k a - -		None
461	head	Iskonawa	βuhka	βuhka	β u + h k a	1628	81 79	β u + h k a - -		None
462	head	Chakobo	mapu	mapu	m a + p u	554	77 76	m a + p u - - - - - - - - -		None
463	head	Pakawara	mapu	mapu	m a + p u	554	77 76	m a + p u - - - - - - - - -		None
464	head	Kakataibo	maʂka	maʂka	m a + ʂ k a	554	77 79	m a + - - ʂ k a - - - - - -		None
465	head	Kaxarari	wɨʂkata	wɨʂkata	w ɨ + ʂ k a t a	1628	0 79	w ɨ + ʂ k a t a		None
466	head	Mastanawa	bapu	bapu	b a + p u	554	77 76	b a + p u - - - - - - - - -		None
467	head	Chaninawa	basakati	βasakati	b a + s k a t i	554	77 79	b a + - - s k a t i - - - -		None
468	head	Sharanawa	bapu	bapu	b a + p u	554	77 76	b a + p u - - - - - - - - -		None
469	head	Amawaka	mapu	mapu	m a + p u	554	77 76	m a + p u - - - - - - - - -		None
470	head	Nawa	bapu	ba:pu	b a + p u	554	77 76	b a + p u - - - - - - - - -		None
471	head	Marinawa	bapu	bapu	b a + p u	554	77 76	b a + p u - - - - - - - - -		None
472	head	Marinawa	ɸuʂka	ɸuʂka	ɸ u + ʂ k a	1628	81 79	ɸ u + ʂ k a - -		None
473	head	Yaminawa	bapu	bapu	b a + p u	554	77 76	b a + p u - - - - - - - - -		None
474	head	Kashinawa_P	βuʂka	βuʂka	β u + ʂ k a	1628	81 79	β u + ʂ k a - -		None
475	head	Kashinawa_B	βuʂka	βuʂka	β u + ʂ k a	1628	81 79	β u + ʂ k a - -		None
476	hair	Matses	manɨdaid	βu	m a + n ɨ d a i d	1629	77 83	m a + n ë d a i d		None
477	hair	Matis	ʂakkete	ʂakkete	ʂ a k k e t e	543	58	ʂ a k + k e + t e		None
478	hair	Marubo	βu	βu	β u	539	9	β u - -		None
479	hair	Katukina	βuu	βuu	β u	539	9	β u - -		None
480	hair	Kanamari	βuu	βuu	β u	539	9	β u - -		None
481	hair	Shipibo_Konibo	βu	βu	β u	539	9	β u - -		None
482	hair	Kapanawa	βu	βu	β u	539	9	β u - -		None
483	hair	Arara	hu	hu	h u	539	81	h u - -		None
484	hair	Shanenawa	ɸu	ɸu	ɸ u	539	9	ɸ u - -		None
485	hair	Yawanawa	βu	βu	β u	539	9	β u - -		None
486	hair	Nukini	βu	βu	β u	539	9	β u - -		None
487	hair	Poyanawa	βu	βu	β u	539	9	β u - -		None
488	hair	Iskonawa	βu	βu	β u	539	9	β u - -		None
489	hair	Chakobo	βu	βu	β u	539	9	β u - -		None
490	hair	Pakawara	wuu	wuu	w uː	539	9	w uː - -		None
491	hair	Kakataibo	βu	βu	β u	539	9	β u - -		None
492	hair	Kaxarari	βɨʂkatʃani	wɨʂkatʃani	β ɨ + ʂ k a + tʃ a n i	542	81 79 10	w u + ʂ k a + tʃ a n i		None
493	hair	Mastanawa	fuʔu	fuʔu	f u ʔ u	539	9	f u ʔ u		None
494	hair	Chaninawa	ɸu	ɸu	ɸ u	539	9	ɸ u - -		None
495	hair	Sharanawa	ɸu	ɸu	ɸ u	539	9	ɸ u - -		None
496	hair	Amawaka	βu	βu	β u	539	9	β u - -		None
497	hair	Nawa	ɸuʔu	ɸuʔu	ɸ u ʔ u	539	9	ɸ u ʔ u		None
498	hair	Marinawa	ɸuʔu	ɸuʔu	ɸ u ʔ u	539	9	ɸ u ʔ u		None
499	hair	Yaminawa	hu	hu	ɸ u	539	9	ɸ u - -		None
500	hair	Kashinawa_P	βu	βu	β u	539	9	β u - -		None
501	hair	Kashinawa_B	βu	βu	β u	539	9	β u - -		None
502	ear	Matses	paβiate	paβiate	p a + β i a t e	310	185 190	p a - + - - - - - - - - - - - - - β i a t e		None
503	ear	Matis	paβɨʂan	paβɨʂan	p a + β ɨ ʂ a n	310	185 186	p a - + - - - - - - - - β ɨ ʂ a n - - - - -		None
504	ear	Marubo	pantʃu	pantʃu	p a n + tʃ u	310	185 226	p a n + - - - - - - tʃ u - - - - - - - - - -		None
505	ear	Katukina	pantxu	pantxu	p a n + ʈʂ u	310	185 226	p a n + - - - - - - ʈʂ u - - - - - - - - - -		None
506	ear	Kanamari	pãtʃo	pãtʃo	p a n + tʃ o	310	185 226	p a n + - - - - - - tʃ o - - - - - - - - - -		None
507	ear	Shipibo_Konibo	paβiki	paβiki	p a + β i k i	310	185 187	p a - + - β i - k i - - - - - - - - - - - -		None
508	ear	Kapanawa	paβinki	paβinki	p a + β i n k i	310	185 187	p a - + - β i n k i - - - - - - - - - - - -		None
509	ear	Arara	patʃi	patʃi	p a + tʃ i	310	185 226	p a - + - - - - - - tʃ i - - - - - - - - - -		None
510	ear	Shanenawa	pahinki	pahinki	p a + h i n k i	310	185 187	p a - + - h i n k i - - - - - - - - - - - -		None
511	ear	Yawanawa	pahinki	pahinki	p a + h i n k i	310	185 187	p a - + - h i n k i - - - - - - - - - - - -		None
512	ear	Nukini	paβiki	paβiki	p a + β i k i	310	185 187	p a - + - β i - k i - - - - - - - - - - - -		None
513	ear	Poyanawa	pabĩki	pabĩki	p a + b ĩ k i	310	185 187	p a - + - b ĩ - k i - - - - - - - - - - - -		None
514	ear	Iskonawa	paβinki	paβinki	p a + β i n k i	310	185 187	p a - + - β i n k i - - - - - - - - - - - -		None
515	ear	Chakobo	paʔuki	pa?uki	p a + ʔ u k i	310	185 187	p a - + ʔ u - k i - - - - - - - - - - - - -		None
516	ear	Pakawara	paʔuki	pa?uki	p a + ʔ u k i	310	185 187	p a - + ʔ u - k i - - - - - - - - - - - - -		None
517	ear	Kakataibo	paβi	paβi	p a + β i	310	185 187	p a - + - β i - - - - - - - - - - - - - - -		None
518	ear	Kaxarari	isãkili	isãkili	i s ã + k i l i	267	191 193	i s + ã k i l i		None
519	ear	Mastanawa	paʧu	paʧu	p a + tʃ u	310	185 226	p a - + - - - - - - tʃ u - - - - - - - - - -		None
520	ear	Chaninawa	dikati	dikati	d i k a + t i	313	194 196	d i k a + t i		None
521	ear	Sharanawa	pat͡ʃu	pat͡ʃu	p a + tʃ u	310	185 226	p a - + - - - - - - tʃ u - - - - - - - - - -		None
522	ear	Amawaka	pawinki	pawinki	p a + w i n k i	310	185 187	p a - + - w i n k i - - - - - - - - - - - -		None
523	ear	Nawa	paʧu	paʧu	p a + tʃ u	310	185 226	p a - + - - - - - - tʃ u - - - - - - - - - -		None
524	ear	Nawa	dikati	dikati	d i k a + t i	313	194 196	d i k a + t i		None
525	ear	Marinawa	paɸiki	paɸiki	p a + ɸ i k i	310	185 187	p a - + - ɸ i - k i - - - - - - - - - - - -		None
526	ear	Yaminawa	paʧu	paʧu	p a + tʃ u	310	185 226	p a - + - - - - - - tʃ u - - - - - - - - - -		None
527	ear	Kashinawa_P	paβinki	paβinki	p a + β i n k i	310	185 187	p a - + - β i n k i - - - - - - - - - - - -		None
528	ear	Kashinawa_B	paβĩki	paβĩki	p a + β ĩ k i	310	185 187	p a - + - β ĩ - k i - - - - - - - - - - - -		None
529	eye	Matses	ɨʂɨ	ɨʂɨ	ɨ ʂ ɨ	332	201	ɨ ʂ ɨ		None
530	eye	Matis	βɨdu	βɨdu	β ɨ + d u	330	198 195	β ɨ + d u - - - - - -		None
531	eye	Marubo	βɨru	βɨru	β ɨ + r u	330	198 195	β ɨ + r u - - - - - -		None
532	eye	Katukina	βiru	βiru	β i + r u	330	198 195	β i + r u - - - - - -		None
533	eye	Kanamari	mβɨru	mβɨru	ⁿβ ɨ + r u	330	198 195	ⁿβ ɨ + r u - - - - - -		None
534	eye	Shipibo_Konibo	βɨru	βɨru	β ɨ + r u	330	198 195	β ɨ + r u - - - - - -		None
535	eye	Kapanawa	βɨru	βɨru	β ɨ + r u	330	198 195	β ɨ + r u - - - - - -		None
536	eye	Arara	βɨrɨ	βɨrɨ	β ɨ + r ɨ	330	198 195	β ɨ + r ɨ - - - - - -		None
537	eye	Shanenawa	ɸɨru	ɸɨru	ɸ ɨ + r u	330	198 195	ɸ ɨ + r u - - - - - -		None
538	eye	Yawanawa	βɨru	βɨru	β ɨ + r u	330	198 195	β ɨ + r u - - - - - -		None
539	eye	Nukini	βɨrɨ	βɨrɨ	β ɨ + r u	330	198 195	β ɨ + r u - - - - - -		None
540	eye	Poyanawa	βɨru	βɨru	β ɨ + r u	330	198 195	β ɨ + r u - - - - - -		None
541	eye	Iskonawa	βɨɾu	βɨɾu	β ɨ + ɾ u	330	198 195	β ɨ + ɾ u - - - - - -		None
542	eye	Chakobo	βɨru	βɨru	β ɨ + r u	330	198 195	β ɨ + r u - - - - - -		None
543	eye	Pakawara	wɨru	wɨru	w ɨ + r u	330	198 195	w ɨ + r u - - - - - -		None
544	eye	Kakataibo	βɨro	βɨro	β ɨ + ɾ u	330	198 195	β ɨ + ɾ u - - - - - -		None
545	eye	Kaxarari	wɨtʃɨ	wɨtʃɨwɨ	w ɨ + tʃ ɨ w ɨ	330	198 0	w ɨ + - - tʃ ɨ w ɨ - -		None
546	eye	Kaxarari	βɨtʃu	βutʃu	β ɨ + tʃ u	330	198 197	β ɨ + - - - - - - tʃ u		None
547	eye	Mastanawa	ɸɨɾu	ɸɨɾu	ɸ ɨ + ɾ u	330	198 195	ɸ ɨ + ɾ u - - - - - -		None
548	eye	Chaninawa	ɸɨɾu	ɸɨɾu	β ɨ + ɾ u	330	198 195	β ɨ + ɾ u - - - - - -		None
549	eye	Sharanawa	ɸɨɾu	ɸɨɾu	ɸ ɨ + ɾ u	330	198 195	ɸ ɨ + ɾ u - - - - - -		None
550	eye	Amawaka	βɨɾu	βɨɾu	β ɨ + ɾ u	330	198 195	β ɨ + ɾ u - - - - - -		None
551	eye	Nawa	ɸɨɾu	ɸɨɾu	ɸ ɨ + ɾ u	330	198 195	ɸ ɨ + ɾ u - - - - - -		None
552	eye	Marinawa	ɸɨɾu	ɸwɨɾu	ɸ ɨ + ɾ u	330	198 195	ɸ ɨ + ɾ u - - - - - -		None
553	eye	Yaminawa	ɸɨɾu	ɸɨɾu	ɸ ɨ + ɾ u	330	198 195	ɸ ɨ + ɾ u - - - - - -		None
554	eye	Kashinawa_P	βɨɾu	βɨɾu	β ɨ + ɾ u	330	198 195	β ɨ + ɾ u - - - - - -		None
555	eye	Kashinawa_B	βɨdu	βɨdu	β ɨ + d u	330	198 195	β ɨ + d u - - - - - -		None
556	nose	Matses	dɨβiate	dɨβiate	d ɨ + β i a t e	830	151 157	d ɨ + - - - - - - - - - - - - - - - β i a t e - -		None
557	nose	Matis	dɨʂan	dɨʂan	d ɨ + ʂ a n	830	151 155	d ɨ + - - - - - - - - - - - - ʂ a n - - - - - - -		None
558	nose	Marubo	rɨkin	rɨkin	r ɨ + k i n	830	151 153	r ɨ + k i n - - - - - - - - - - - - - - - - - - -		None
559	nose	Katukina	renkin	renkin	r ɨ + k i n	830	151 153	r ɨ + k i n - - - - - - - - - - - - - - - - - - -		None
560	nose	Kanamari	rɨkĩ	rɨkĩ	r ɨ + k ĩ	830	151 153	r ɨ + k ĩ - - - - - - - - - - - - - - - - - - - -		None
561	nose	Shipibo_Konibo	rɨkin	rɨkin	r ɨ + k i n	830	151 153	r ɨ + k i n - - - - - - - - - - - - - - - - - - -		None
562	nose	Kapanawa	rɨkin	rɨkin	r ɨ + k i n	830	151 153	r ɨ + k i n - - - - - - - - - - - - - - - - - - -		None
563	nose	Arara	rĩkĩ	rĩkĩ	r ĩ + k ĩ	830	151 153	r ĩ + k ĩ - - - - - - - - - - - - - - - - - - - -		None
564	nose	Shanenawa	rɨkin	rɨkin	r ɨ + k i n	830	151 153	r ɨ + k i n - - - - - - - - - - - - - - - - - - -		None
565	nose	Yawanawa	rɨkin	rɨkin	r ɨ + k i n	830	151 153	r ɨ + k i n - - - - - - - - - - - - - - - - - - -		None
566	nose	Nukini	rɨ̃kɨ̃	rɨ̃kɨ̃	r ɨ̃ + k ɨ̃	830	151 153	r ɨ̃ + k ɨ̃ - - - - - - - - - - - - - - - - - - - -		None
567	nose	Poyanawa	rɨnkĩ	rɨnkĩ	r ɨ + k ĩ	830	151 153	r ɨ + k ĩ - - - - - - - - - - - - - - - - - - - -		None
