ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	MORPHEMES	COGID	BODY	BODYID
2345	Katukina	swim	nuna	nuna	n u n a			1241	[]	1
2346	Shipibo_Konibo	swim	nunu	nunu	n u n u			1241	[]	1
2347	Kapanawa	swim	nuna	nuna	n u n a			1241	[]	1
2348	Shanenawa	swim	tupi	tunpi	t u n p i			1242	[]	1
2349	Yawanawa	swim	tupin	tupin	t u p i n			1242	[]	1
2350	Poyanawa	swim	ua	ua	u a			1247	[]	1
2351	Iskonawa	swim	tunpi	tunpi	t u n p i			1242	[]	1
2352	Chakobo	swim	aʃi	aʃi	a ʃ i			1245	[]	1
2353	Chakobo	swim	nono	nono	n o n o			1246	[]	1
2354	Pakawara	swim	nunan	nunan	n u n a n			1241	[]	1
2355	Kakataibo	swim	mɨɲu	mɨɲu	m ɨ ɲ u			1250	[]	1
2356	Kaxarari	swim	natai	natai	n a t a			1249	[]	1
2357	Mastanawa	swim	tupitjaj	tunpi	t u n p i			1242	[]	1
2358	Chaninawa	swim	tupi	tupi	t u p i			1242	[]	1
2359	Sharanawa	swim	tupi	tunpi	t u n p i			1242	[]	1
2360	Amawaka	swim	pukɨ	pukɨ	p u k ɨ			1243	[]	1
2361	Nawa	swim	pukɨ	pukɨ	p u k ɨ			1243	[]	1
2362	Marinawa	swim	pukɨ	pukɨ	p u k ɨ			1243	[]	1
2363	Yaminawa	swim	tupitadi	tunpi	t u n p i			1242	[]	1
2364	Kashinawa_P	swim	nuna	nuna	n u n a			1241	[]	1
2365	Kashinawa_B	swim	nunai	nunai	n u n a			1241	[]	1
2366	Araona	swim	waoti	waoti	w a o t i			1252	[]	1
779	Matses	tail	inkuente	inkuente	i n + k u e n t e			1258	[]	1
780	Matis	tail	ina	ina	i n + a			1253	[]	1
781	Marubo	tail	ina	ina	i n + a			1253	[]	1
782	Kanamari	tail	hina	hina	h i n + a			1253	[]	1
783	Shipibo_Konibo	tail	hina	hina	h i n + a			1253	[]	1
784	Kapanawa	tail	hina	hina	h i n + a			1253	[]	1
785	Shanenawa	tail	ina	ina	i n + a			1253	[]	1
786	Yawanawa	tail	ina	ina	i n + a			1253	[]	1
787	Poyanawa	tail	βãti	βãti	β ã t i			1256	[]	1
788	Iskonawa	tail	ina	ina	i n + a			1253	[]	1
789	Chakobo	tail	hina	hina	h i n + a			1253	[]	1
790	Kakataibo	tail	ina	ina	i n + a			1253	[]	1
791	Kaxarari	tail	tʃina	tʃina	tʃ i n + a			1614	[]	1
792	Mastanawa	tail	ida	ida	i d + a			1253	[]	1
793	Chaninawa	tail	ida	ida	i d + a			1253	[]	1
794	Sharanawa	tail	i:da	i:da	iː d + a			1253	[]	1
795	Amawaka	tail	hinda	hinda	h i ⁿd + a			1253	[]	1
796	Nawa	tail	ʦimaʂa	ʦimaʂa	ts i + m a ʂ a			1257	[]	1
797	Marinawa	tail	inda	inda	i ⁿd + a			1253	[]	1
798	Yaminawa	tail	tɨdɨ	tɨdɨ	t ɨ d ɨ			1616	[]	1
799	Kashinawa_P	tail	hina	hina	h i n + a			1253	[]	1
800	Kashinawa_B	tail	hina	hina	h i n + a			1253	[]	1
801	Araona	tail	siča	siča	s i tʃ a			1254	[]	1
2048	Matses	they	a	a	a			1259	[]	1
2049	Matis	they	a	a	a			1259	[]	1
2050	Marubo	they	atuβu	atuβu	a + t u + β u			1259	[]	1
2051	Katukina	they	ha	ha	h a			1259	[]	1
2052	Shipibo_Konibo	they	ha	ha	h a			1259	[]	1
2053	Kapanawa	they	ha	ha	h a			1259	[]	1
2054	Shanenawa	they	a	a	a			1259	[]	1
2055	Yawanawa	they	a	a	a			1259	[]	1
2056	Poyanawa	they	a	a	a			1259	[]	1
2057	Iskonawa	they	a	a	a			1259	[]	1
2058	Chakobo	they	hatu	hatu	h a + t u			1259	[]	1
2059	Pakawara	they	a	a	a			1259	[]	1
2060	Kakataibo	they	atu	atu	a + t u			1259	[]	1
2061	Kaxarari	they	wautʃitɨwɨ	ua	u a			1618	[]	1
2062	Mastanawa	they	ua	ua	u a			1618	[]	1
2063	Chaninawa	they	naɸu	naɸu	n a + ɸ u			1259	[]	1
2064	Sharanawa	they	ua	ua	u a			1618	[]	1
2065	Amawaka	they	ua	ua	u a			1618	[]	1
2066	Nawa	they	daɸu	daɸu	d a + ɸ u			1262	[]	1
2067	Marinawa	they	uatũ	uatũ	u a + t ũ			1618	[]	1
2068	Yaminawa	they	dahu	dahu	d a + h u			1262	[]	1
2069	Kashinawa_P	they	haβu	haβu	h a + β u			1259	[]	1
2070	Kashinawa_B	they	ha	ha	h a			1259	[]	1
2071	Araona	they	watseda	watseda	w a ts e d a			1618	[]	1
2072	Araona	they	naeda	naeda	n a e d a			1262	[]	1
4001	Matses	thick	nua	nua	n u a			1268	[]	1
4002	Matis	thick	noa	noa	n o a			1268	[]	1
4003	Marubo	thick	ani	ani	a n i			1274	[]	1
4004	Shipibo_Konibo	thick	kɨʂtu	kɨʂtu	k ɨ ʂ t u			1266	[]	1
4005	Kapanawa	thick	kɨʂtu	kɨʂtu	k ɨ ʂ t u			1266	[]	1
4006	Shanenawa	thick	kɨʂtu	kɨʂtu	k ɨ ʂ t u			1266	[]	1
4007	Yawanawa	thick	ɨwapa	ɨwapa	ɨ w a p a			1267	[]	1
4008	Poyanawa	thick	hukumba	hukumba	h u k u m b a			1273	[]	1
4009	Chakobo	thick	uti	uti	u t i			1260	[]	1
4010	Kakataibo	thick	kɨʃto	kɨʃto	k ɨ ʃ t o			1266	[]	1
4011	Kaxarari	thick	lakĩ	lakĩ	l a k ĩ			1275	[]	1
4012	Mastanawa	thick	ɨwapa	ɨwapa	ɨ w a p a			1267	[]	1
4013	Chaninawa	thick	iwapa	iwapa	i w a p a			1267	[]	1
4014	Sharanawa	thick	kɨʂtu	kɨʂtu	k ɨ ʂ t u			1266	[]	1
4015	Amawaka	thick	kɨçtu	kɨçtu	k ɨ ç t u			1266	[]	1
4016	Nawa	thick	kɨʂtu	kɨʂtu	k ɨ ʂ t u			1266	[]	1
4017	Marinawa	thick	kɨʂtu	kɨʂtu	k ɨ ʂ t u			1266	[]	1
4018	Yaminawa	thick	ɨwapa	ɨwapa	ɨ w a p a			1267	[]	1
4019	Kashinawa_P	thick	kɨʂtu	kɨʂtu	k ɨ ʂ t u			1266	[]	1
4020	Kashinawa_B	thick	iwapaʂani	iwapaʂani	i w a p a ʂ a n i			1267	[]	1
4021	Araona	thick	apamotiji	apamotiji	a p a m o t i j i			1272	[]	1
4048	Matses	thin	kasi	kasi	k a s i			1279	[]	1
4049	Matis	thin	kasi	kasi	k a s i			1279	[]	1
4050	Marubo	thin	iʃtuʃta	iʃtuʃta	i ʃ t u ʃ t a			1277	[]	1
4051	Marubo	thin	anima	anima	a n i + m a			1284	[]	1
4052	Katukina	thin	txuu	txuu	tx/ʈʂ uː			1292	[]	1
4053	Shipibo_Konibo	thin	wiriʃ	wiriʃ	w i r i ʃ			1278	[]	1
4054	Kapanawa	thin	paʂβi	paʂβi	p a ʂ β i			1290	[]	1
4055	Kapanawa	thin	wiriʃ	wiriʃ	w i r i ʃ			1278	[]	1
4056	Shanenawa	thin	maina	maina	m a i n a			1283	[]	1
4057	Yawanawa	thin	maina	maina	m a i n a			1283	[]	1
4058	Nukini	thin	pahna	pahna	p a h n a			1288	[]	1
4059	Poyanawa	thin	imbata	imbata	i m b a t a			1285	[]	1
4060	Iskonawa	thin	imata	imata	i m a t a			1285	[]	1
4061	Chakobo	thin	siwiki	siwiki	s i w i k i			1294	[]	1
4062	Chakobo	thin	βɨʂpa	βɨʂpa	β ɨ ʂ p a			1286	[]	1
4063	Kakataibo	thin	βɨntsin	βɨntsin	β ɨ n ts i n			1280	[]	1
4064	Kaxarari	thin	lakima	lakima	l a k i m a			1284	[]	1
4065	Mastanawa	thin	iɾabada	iɾabada	i ɾ a b a d a			1282	[]	1
4066	Chaninawa	thin	ʂauʂta	ʂauʂta	ʂ a u ʂ t a			1619	[]	1
4067	Sharanawa	thin	ʂauʂta	ʂauʂta	ʂ a u ʂ t a			1619	[]	1
4068	Amawaka	thin	wɨçna	wɨçna	w ɨ ç n a			1280	[]	1
4069	Nawa	thin	kawaʃaɾa	kawaʃaɾa	k a w a ʃ a ɾ a			1289	[]	1
4070	Marinawa	thin	ʂauʂta	ʂauʂta	ʂ a u ʂ t a			1619	[]	1
4071	Marinawa	thin	ɸuʂnaʂta	ɸuʂnaʂta	ɸ ɨ ʂ n a ʂ t a			1277	[]	1
4072	Yaminawa	thin	iɾabada	iɾabada	i ɾ a b a d a			1282	[]	1
4073	Kashinawa_P	thin	mɨsi	mɨsi	m ɨ s i			1279	[]	1
4074	Kashinawa_B	thin	mɨsipiʂta	mɨsipiʂta	m ɨ s i p i ʂ t a			1277	[]	1
4075	Araona	thin	lasalasa	lasalasa	l a s a l a s a			1291	[]	1
3065	Matses	think	tantia	tanti	t a n t i			1302	[]	1
3066	Matis	think	sinan	sinan	s i n a n			1295	[]	1
3067	Marubo	think	ʃina	ʃina	ʃ i n a			1295	[]	1
3068	Katukina	think	xina	xina	x/ʂ i n a			1295	[]	1
3069	Shipibo_Konibo	think	ʃinan	ʃinan	ʃ i n a n			1295	[]	1
3070	Kapanawa	think	ʃinan	ʃinan	ʃ i n a n			1295	[]	1
3071	Shanenawa	think	ʃinan	ʃinan	ʃ i n a n			1295	[]	1
3072	Yawanawa	think	ʃinan	ʃinan	ʃ i n a n			1295	[]	1
3073	Iskonawa	think	ʃinan	ʃinan	ʃ i n a n			1295	[]	1
3074	Chakobo	think	ʃina	ʃina	ʃ i n a			1295	[]	1
3075	Kakataibo	think	sinan	sinan	s i n a n			1295	[]	1
3076	Kaxarari	think	ʂinã	ʂinã	ʂ i n ã			1295	[]	1
3077	Mastanawa	think	ʃina	ʃina	ʃ i n a			1295	[]	1
3078	Chaninawa	think	ʃinaj	ʃinan	ʃ i n a n			1295	[]	1
3079	Sharanawa	think	ʃinain	ʃinan	ʃ i n a n			1295	[]	1
3080	Amawaka	think	ʃinan	ʃinan	ʃ i n a n			1295	[]	1
3081	Nawa	think	ʃina	ʃina	ʃ i n a			1295	[]	1
3082	Marinawa	think	ʃina	ʃina	ʃ i n a			1295	[]	1
3083	Yaminawa	think	ʃina	ʃina	ʃ i n a			1295	[]	1
3084	Kashinawa_P	think	ʃina	ʃina	ʃ i n a			1295	[]	1
3085	Kashinawa_B	think	ʃinã	ʃinã	ʃ i n ã			1295	[]	1
3086	Araona	think	bame	bame	b a m e			1297	[]	1
3087	Araona	think	nime-a	nimea	n i m e a			1300	[]	1
3088	Araona	think	tsipo	tsipo	ts i p o			1298	[]	1
2119	Matses	this	nɨid	nɨid	n ɨ i d			1307	[]	1
2120	Matis	this	nɨkid	nɨkid	n ɨ + k i d			1307	[]	1
2121	Marubo	this	na	na	n a			1305	[]	1
2122	Katukina	this	nia	nia	n i a			1622	[]	1
2123	Shipibo_Konibo	this	natu	natu	n a + t u			1305	[]	1
2124	Kapanawa	this	nɨa	nɨa	n ɨ a			1622	[]	1
2125	Shanenawa	this	na	na	n a			1305	[]	1
2126	Yawanawa	this	na	na	n a			1305	[]	1
2127	Iskonawa	this	na	na	n a			1305	[]	1
2128	Chakobo	this	na	na	n a			1305	[]	1
2129	Kakataibo	this	ɨnɨ	ɨnɨ	ɨ n ɨ			1620	[]	1
2130	Kaxarari	this	liya	liya	l i j a			1306	[]	1
2131	Kaxarari	this	yaka	yaka	j a k a			1306	[]	1
2132	Mastanawa	this	da	da	d a			1305	[]	1
2133	Chaninawa	this	da	da	d a			1305	[]	1
2134	Sharanawa	this	da	da	d a			1305	[]	1
2135	Amawaka	this	na	na	n a			1305	[]	1
2136	Nawa	this	da	da	d a			1305	[]	1
2137	Marinawa	this	da	da	d a			1305	[]	1
2138	Yaminawa	this	da	da	d a			1305	[]	1
2139	Kashinawa_P	this	na	na	n a			1305	[]	1
2140	Araona	this	dya	dya	d j a			1622	[]	1
2141	Araona	this	ma	ma	m a			1311	[]	1
2142	Araona	this	ojo	ojo	o j o			1312	[]	1
1947	Matses	thou [you]	mi	mi	m i			1313	[]	1
1948	Matis	thou [you]	mi	mi	m i			1313	[]	1
1949	Marubo	thou [you]	mia	mia	m i a			1313	[]	1
1950	Katukina	thou [you]	mia	mia	m i a			1313	[]	1
1951	Shipibo_Konibo	thou [you]	mi	mi	m i			1313	[]	1
1952	Kapanawa	thou [you]	mi	mi	m i			1313	[]	1
1953	Shanenawa	thou [you]	mi	mi	m i			1313	[]	1
1954	Yawanawa	thou [you]	mi	mi	m i			1313	[]	1
1955	Nukini	thou [you]	mi	mi	m i			1313	[]	1
1956	Poyanawa	thou [you]	mi	mi	m i			1313	[]	1
1957	Iskonawa	thou [you]	mi	mi	m i			1313	[]	1
1958	Chakobo	thou [you]	mi	mi	m i			1313	[]	1
1959	Pakawara	thou [you]	mi	mi	m i			1313	[]	1
1960	Kakataibo	thou [you]	mi	mi	m i			1313	[]	1
1961	Kaxarari	thou [you]	mihi	mihi	m i h i			1313	[]	1
1962	Mastanawa	thou [you]	mi	mi	m i			1313	[]	1
1963	Chaninawa	thou [you]	mi	mi	m i			1313	[]	1
1964	Sharanawa	thou [you]	mi	mi	m i			1313	[]	1
1965	Amawaka	thou [you]	mija	mija	m i j a			1313	[]	1
1966	Nawa	thou [you]	mi	mi	m i			1313	[]	1
1967	Marinawa	thou [you]	mi	mi	m i			1313	[]	1
1968	Yaminawa	thou [you]	mi	mi	m i			1313	[]	1
1969	Kashinawa_P	thou [you]	mi	mi	m i			1313	[]	1
1970	Kashinawa_B	thou [you]	mi	mi	m i			1313	[]	1
1971	Araona	thou [you]	mi	mi	m i			1313	[]	1
2541	Matses	throw	ne	ne	n e			1316	[]	1
2542	Matis	throw	ne	ne	n e			1316	[]	1
2543	Marubo	throw	untʃi	untʃi	u n tʃ i			1320	[]	1
2544	Shipibo_Konibo	throw	puta	puta	p u t a			1314	[]	1
2545	Kapanawa	throw	tsaka	tsaka	ts a k a			1315	[]	1
2546	Shanenawa	throw	puta	puta	p u t a			1314	[]	1
2547	Yawanawa	throw	puta	puta	p u t a			1314	[]	1
2548	Poyanawa	throw	puta	puta	p u t a			1314	[]	1
2549	Iskonawa	throw	miɾi	miɾi	m i ɾ i			1318	[]	1
2550	Chakobo	throw	nia	nia	n i a			1316	[]	1
2551	Kakataibo	throw	pu	pu	p u			1314	[]	1
2552	Kaxarari	throw	nial	nia	n i a			1321	[]	1
2553	Mastanawa	throw	puta	puta	p u t a			1314	[]	1
2554	Mastanawa	throw	tsaka	tsaka	ts a k a			1315	[]	1
2555	Chaninawa	throw	t͡saka	t͡saka	ts a k a			1315	[]	1
2556	Sharanawa	throw	puta	puta	p u t a			1314	[]	1
2557	Amawaka	throw	t͡saka	t͡saka	ts a k a			1315	[]	1
2558	Nawa	throw	puta	puta	p u t a			1314	[]	1
2559	Marinawa	throw	puta	puta	p u t a			1314	[]	1
2560	Yaminawa	throw	puʔta	puʔta	p u ʔ t a			1314	[]	1
2561	Yaminawa	throw	tsaʔa	tsaʔa	ts a ʔ a			1315	[]	1
2562	Kashinawa_P	throw	puta	puta	p u t a			1314	[]	1
2563	Kashinawa_P	throw	tsaka	tsaka	ts a k a			1315	[]	1
2564	Araona	throw	jia	jia	j i a			1317	[]	1
2565	Araona	throw	pisa	pisa	p i s a			1319	[]	1
2932	Matses	tie [verb]	nɨʂ	nɨʂ	n ɨ ʂ			1323	[]	1
2933	Matis	tie [verb]	nɨʂ	nɨʂ	n ɨ ʂ			1323	[]	1
2934	Marubo	tie [verb]	nɨʂa	nɨʂa	n ɨ ʂ a			1323	[]	1
2935	Katukina	tie [verb]	nixa	nixa	n i x/ʂ a			1323	[]	1
2936	Shipibo_Konibo	tie [verb]	nɨʂa	nɨʂa	n ɨ ʂ a			1323	[]	1
2937	Kapanawa	tie [verb]	nɨʂa	nɨʂa	n ɨ ʂ a			1323	[]	1
2938	Shanenawa	tie [verb]	niʂa	niʂa	n i ʂ a			1323	[]	1
2939	Poyanawa	tie [verb]	dɨa	dɨa	d ɨ a			1323	[]	1
2940	Iskonawa	tie [verb]	nɨa	nɨa	n ɨ a			1323	[]	1
2941	Chakobo	tie [verb]	nɨa	nɨa	n ɨ a			1323	[]	1
2942	Chakobo	tie [verb]	nɨ?a	nɨʔa	n ɨ ʔ a			1323	[]	1
2943	Kakataibo	tie [verb]	nɨa	nɨa	n ɨ a			1323	[]	1
2944	Kaxarari	tie [verb]	bure	bure	b u r e			1328	[]	1
2945	Mastanawa	tie [verb]	dɨʂa	dɨʂa	d ɨ ʂ a			1323	[]	1
2946	Chaninawa	tie [verb]	dɨʂaj	dɨʂa	d ɨ ʂ a			1323	[]	1
2947	Sharanawa	tie [verb]	dɨʂaj	dɨʂa	d ɨ ʂ a			1323	[]	1
2948	Amawaka	tie [verb]	nɨçaj	nɨça	n ɨ ç a			1323	[]	1
2949	Nawa	tie [verb]	dɨʂa	dɨʂa	d ɨ ʂ a			1323	[]	1
2950	Marinawa	tie [verb]	dɨʂa	dɨʂa	d ɨ ʂ a			1323	[]	1
2951	Yaminawa	tie [verb]	dɨʂa	dɨʂa	d ɨ ʂ a			1323	[]	1
2952	Kashinawa_P	tie [verb]	βɨʃɨa	βɨʃɨa	β ɨ ʃ ɨ a			1327	[]	1
2953	Kashinawa_P	tie [verb]	nɨa	nɨa	n ɨ a			1323	[]	1
2954	Araona	tie [verb]	iji	iji	i j i			1324	[]	1
621	Matses	tongue	ana	ana	a n + a			1330	[]	1
622	Matis	tongue	ana	ana	a n + a			1330	[]	1
623	Marubo	tongue	ana rɨβu	ana rɨβu	a n + a + r ɨ β u			1331	[]	1
624	Katukina	tongue	ana	ana	a n + a			1330	[]	1
625	Kanamari	tongue	hana	hana	h a n + a			1330	[]	1
626	Shipibo_Konibo	tongue	hana	hana	h a n + a			1330	[]	1
627	Kapanawa	tongue	hana	hana	h a n + a			1330	[]	1
628	Shanenawa	tongue	ana	ana	a n + a			1330	[]	1
629	Yawanawa	tongue	ana	ana	a n + a			1330	[]	1
630	Nukini	tongue	anã	anã	a n + a			1330	[]	1
631	Poyanawa	tongue	anda	anda	a ⁿd + a			1330	[]	1
632	Iskonawa	tongue	ana	ana	a n + a			1330	[]	1
633	Chakobo	tongue	hana	hana	h a n + a			1330	[]	1
634	Pakawara	tongue	hana	hana	h a n + a			1330	[]	1
635	Kakataibo	tongue	ana	ana	a n + a			1330	[]	1
636	Kaxarari	tongue	hana	hana	h a n + a			1330	[]	1
637	Mastanawa	tongue	ada	ada	a d + a			1330	[]	1
638	Chaninawa	tongue	a:da	a:da	a d + a			1330	[]	1
639	Sharanawa	tongue	ada	ada	a d + a			1330	[]	1
640	Amawaka	tongue	handa	handa	h a ⁿd + a			1330	[]	1
641	Nawa	tongue	a:da	a:da	a d + a			1330	[]	1
642	Marinawa	tongue	anda	anda	a ⁿd + a			1330	[]	1
643	Yaminawa	tongue	ada	ada	a d + a			1330	[]	1
644	Kashinawa_P	tongue	hana	hana	h a n + a			1330	[]	1
645	Kashinawa_B	tongue	hana	hana	h a n + a			1330	[]	1
646	Araona	tongue	e-ana	eana	e a n a			1330	[]	1
647	Matses	tooth [front]	ʂɨta	ʂɨta	ʂ ɨ + t a			1308	[]	1
648	Matis	tooth [front]	ʂɨta	ʂɨta	ʂ ɨ + t a			1308	[]	1
649	Marubo	tooth [front]	ʂɨta	ʂɨta	ʂ ɨ + t a			1308	[]	1
650	Katukina	tooth [front]	xita	xita	x/ʂ i + t a			1308	[]	1
651	Kanamari	tooth [front]	ʂɨta	ʂɨta	ʂ ɨ + t a			1308	[]	1
652	Shipibo_Konibo	tooth [front]	ʂɨta	ʂɨta	ʂ ɨ + t a			1308	[]	1
653	Kapanawa	tooth [front]	ʂɨta	ʂɨta	ʂ ɨ + t a			1308	[]	1
654	Shanenawa	tooth [front]	ʂɨta	ʂɨta	ʂ ɨ + t a			1308	[]	1
655	Yawanawa	tooth [front]	ʂɨta	ʂɨta	ʂ ɨ + t a			1308	[]	1
656	Nukini	tooth [front]	hita	hita	h i + t a			1308	[]	1
657	Iskonawa	tooth [front]	hɨta	hɨta	h ɨ + t a			1308	[]	1
658	Chakobo	tooth [front]	ʂɨta	ʂɨta	ʂ ɨ + t a			1308	[]	1
659	Pakawara	tooth [front]	ʂɨna	ʂɨna	ʂ ɨ + n a			1308	[]	1
660	Kakataibo	tooth [front]	ʂɨta	ʂɨta	ʂ ɨ + t a			1308	[]	1
661	Kaxarari	tooth [front]	ʂɨta	ʂɨta	ʂ ɨ + t a			1308	[]	1
662	Mastanawa	tooth [front]	piti	piti	p i + t i			1333	[]	1
663	Mastanawa	tooth [front]	ʂɨta	ʂɨta	ʂ ɨ + t a			1308	[]	1
664	Chaninawa	tooth [front]	piti	piti	p i + t i			1333	[]	1
665	Sharanawa	tooth [front]	piti	piti	p i + t i			1333	[]	1
666	Amawaka	tooth [front]	çɨta	çɨta	ç ɨ + t a			1308	[]	1
667	Nawa	tooth [front]	piti	piti	p i + t i			1333	[]	1
668	Nawa	tooth [front]	ʂɨta	ʂɨta	ʂ ɨ + t a			1308	[]	1
669	Marinawa	tooth [front]	ʂɨta	ʂɨta	ʂ ɨ + t a			1308	[]	1
670	Yaminawa	tooth [front]	piti	piti	p i + t i			1333	[]	1
671	Kashinawa_P	tooth [front]	ʃɨta	ʃɨta	ʃ ɨ + t a			1308	[]	1
672	Kashinawa_B	tooth [front]	ʂɨtɨ	ʂɨtɨ	ʂ ɨ + t ɨ			1308	[]	1
673	Araona	tooth [front]	e-c̷e	ec̷e	e tʃ e			1308	[]	1
202	Matses	tree	kuɨte	kuɨte	k u ɨ t e			1341	[]	1
203	Matis	tree	iwi	iwi	i w i			1342	[]	1
204	Marubo	tree	iwi	iwi	i w i			1342	[]	1
205	Katukina	tree	hiwi	hiwi	h i w i			1342	[]	1
206	Kanamari	tree	hiwi	hiwi	h i w i			1342	[]	1
207	Shipibo_Konibo	tree	hiwi	hiwi	h i w i			1342	[]	1
208	Kapanawa	tree	hiwi	hiwi	h i w i			69	[]	1
209	Shanenawa	tree	iwi	iwi	i w i			1342	[]	1
210	Yawanawa	tree	iwi	iwi	i w i			1342	[]	1
211	Nukini	tree	iwi	iwi	i w i			1342	[]	1
212	Poyanawa	tree	iwi	iwi	i w i			1342	[]	1
213	Iskonawa	tree	iβi	iβi	i β i			1342	[]	1
214	Chakobo	tree	hiwi	hiwi	h i w i			1342	[]	1
215	Pakawara	tree	hiwi	hiwi	h i w i			1342	[]	1
216	Kakataibo	tree	i	i	i			1342	[]	1
217	Kaxarari	tree	hiwi	hiwi	h i w i			1342	[]	1
218	Mastanawa	tree	di	di	d i			1338	[]	1
219	Chaninawa	tree	di:	di:	d iː			1338	[]	1
220	Sharanawa	tree	iwi	iwi	i w i			1342	[]	1
221	Amawaka	tree	wimbi	wimbi	h iː			1342	[]	1
222	Nawa	tree	di:	di:	d iː			1338	[]	1
223	Marinawa	tree	di	di	d i			1338	[]	1
224	Yaminawa	tree	ibi	ibi	i b i			1342	[]	1
225	Kashinawa_P	tree	hi	hi	h i			423	[]	1
226	Kashinawa_P	tree	ni	ni	n i			1338	[]	1
227	Kashinawa_B	tree	ni	ni	n i			1338	[]	1
228	Araona	tree	akui	akui	a ku/k i			1339	[]	1
2520	Matses	turn [intr. v.]	βidiad	βidiad	β i d i a d			1345	[]	1
2521	Matis	turn [intr. v.]	βidikiakɨd	βidikiakɨd	β i d i + k i a + k ɨ d			1345	[]	1
2522	Marubo	turn [intr. v.]	βɨsukɨ	βɨsukɨ	β ɨ s u k ɨ			1346	[]	1
2523	Katukina	turn [intr. v.]	hiku	hiku	h i k u			1354	[]	1
2524	Shipibo_Konibo	turn [intr. v.]	raβɨ	raβɨ	r a β ɨ			1343	[]	1
2525	Kapanawa	turn [intr. v.]	raβɨ	raβɨ	r a β ɨ			1343	[]	1
2526	Yawanawa	turn [intr. v.]	nitã	nitã	n i t ã			1351	[]	1
2527	Iskonawa	turn [intr. v.]	maja	maja	m a j a			1349	[]	1
2528	Chakobo	turn [intr. v.]	βupi	βupi	β u p i			1356	[]	1
2529	Kakataibo	turn [intr. v.]	kwanankɨ	raβɨ	r a β ɨ			1348	[]	1
2530	Kaxarari	turn [intr. v.]	pu	pu	p u			1353	[]	1
2531	Mastanawa	turn [intr. v.]	ɸuswakaw	ɾaɸɨ	ɸ u sʷ a k a w			1346	[]	1
2532	Chaninawa	turn [intr. v.]	ɾaɸɨ	ɾaɸɨ	ɾ a ɸ ɨ			1343	[]	1
2533	Sharanawa	turn [intr. v.]	ɾaɸɨ	ɾaɸɨ	ɾ a ɸ ɨ			1343	[]	1
2534	Amawaka	turn [intr. v.]	huʔi	maja	m a j a			1347	[]	1
2535	Nawa	turn [intr. v.]	ũnwĩ	ɾaɸɨ	ɾ a ɸ ɨ			1352	[]	1
2536	Marinawa	turn [intr. v.]	ɾaɸɨ	ɾaɸɨ	ɾ a ɸ ɨ			1343	[]	1
2537	Yaminawa	turn [intr. v.]	lawɨ	lawɨ	l a w ɨ			1343	[]	1
2538	Kashinawa_P	turn [intr. v.]	daβɨkɨ	daβɨkɨ	d a β ɨ k ɨ			1343	[]	1
2539	Kashinawa_B	turn [intr. v.]	anuhu	anuhu	a n u h u			1347	[]	1
2540	Araona	turn [intr. v.]	balele	balele	b a l e l e			1344	[]	1
4175	Matses	two	daɨd	daɨd	d a ɨ d			1358	[]	1
4176	Matis	two	daβɨdpa	daβɨdpa	d a β ɨ d + p a			1358	[]	1
4177	Marubo	two	raβɨβakin	raβɨβakin	r a β ɨ + β a k i n			1358	[]	1
4178	Katukina	two	niska-βuis-kuin	niskaβuiskuin	n i s k a β u i s k u i n			1360	[]	1
4179	Kanamari	two	raβɨ	raβɨ	r a β ɨ			1358	[]	1
4180	Shipibo_Konibo	two	raβɨ	raβɨ	r a β ɨ			1358	[]	1
4181	Kapanawa	two	raβɨ	raβɨ	r a β ɨ			1358	[]	1
4182	Shanenawa	two	raɸu	raɸu	r a ɸ u			1358	[]	1
4183	Yawanawa	two	raβɨ	raβɨ	r a β ɨ			1358	[]	1
4184	Poyanawa	two	raβɨ	raβɨ	r a β ɨ			1358	[]	1
4185	Iskonawa	two	naɾaβɨ	naɾaβɨ	n a ɾ a β ɨ			1358	[]	1
4186	Chakobo	two	rabɨta	rabɨta	r a b ɨ t a			1358	[]	1
4187	Pakawara	two	rawɨ	rawɨ	r a w ɨ			1358	[]	1
4188	Kakataibo	two	raβɨ	raβɨ	r a β ɨ			1358	[]	1
4189	Kaxarari	two	tʃawɨta	tʃawɨta	tʃ a w ɨ t a			1358	[]	1
4190	Mastanawa	two	ɾahɨ	ɾahɨ	ɾ a h ɨ			1358	[]	1
4191	Chaninawa	two	ɾaɸɨ	ɾaɸɨ	ɾ a ɸ ɨ			1358	[]	1
4192	Sharanawa	two	ɾaɸɨ	ɾaɸɨ	ɾ a ɸ ɨ			1358	[]	1
4193	Amawaka	two	ɾawɨ	ɾawɨ	ɾ a w ɨ			1358	[]	1
4194	Nawa	two	ɾaɸɨ	ɾaɸɨ	ɾ a ɸ ɨ			1358	[]	1
4195	Marinawa	two	ɾaɸɨ	ɾaɸɨ	ɾ a ɸ ɨ			1358	[]	1
4196	Yaminawa	two	ɾawɨ	ɾawɨ	ɾ a w ɨ			1358	[]	1
4197	Yaminawa	two	lawɨ	lawɨ	l a w ɨ			1358	[]	1
4198	Kashinawa_P	two	dawɨ	dawɨ	d a w ɨ			1358	[]	1
4199	Kashinawa_B	two	daβɨ	daβɨ	d a β ɨ			1358	[]	1
4200	Araona	two	betakata	betakata	b e t a k a t a			1359	[]	1
3240	Matses	vomit [verb]	uk	uk	u k			1363	[]	1
