ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	MORPHEMES	COGID	BODY	BODYID
2153	Chakobo	rotten [log]	pisi	pisi	p i s i			933	[]	1
2154	Kakataibo	rotten [log]	pisikɨ	pisikɨ	p i s i + k ɨ			933	[]	1
2155	Kaxarari	rotten [log]	patsa	patsa	p a ts a			1584	[]	1
2156	Mastanawa	rotten [log]	pisi	pisi	p i s i			933	[]	1
2157	Chaninawa	rotten [log]	pisi	pisi	p i s i			933	[]	1
2158	Sharanawa	rotten [log]	pisi	pisi	p i s i			933	[]	1
2159	Amawaka	rotten [log]	pisi	pisi	p i s i			933	[]	1
2160	Nawa	rotten [log]	pisi	pisi	p i s i			933	[]	1
2161	Marinawa	rotten [log]	pisi	pisi	p i s i			933	[]	1
2162	Yaminawa	rotten [log]	pisi	pisi	p i s i			933	[]	1
2163	Kashinawa_P	rotten [log]	ʧapu	ʧapu	tʃ a p u			934	[]	1
2164	Kashinawa_B	rotten [log]	tʃapu	tʃapu	tʃ a p u			934	[]	1
2165	Araona	rotten [log]	iwi	iwi	i w i			937	[]	1
2166	Araona	rotten [log]	oli	oli	o l i			939	[]	1
2167	Araona	rotten [log]	tsoto	tsoto	ts o t o			938	[]	1
2636	Matses	rub	da-ʂun	daʂun	d a ʂ u n			949	[]	1
2637	Matis	rub	tɨkɨka	tɨkɨka	t ɨ k ɨ + k a			1587	[]	1
2638	Marubo	rub	tuʃku	tuʃku	t u ʃ + k u			1586	[]	1
2639	Shipibo_Konibo	rub	ʂɨyu	ʂɨyu	ʂ ɨ j u			944	[]	1
2640	Kapanawa	rub	tuyu	tuyu	t u j u			944	[]	1
2641	Kapanawa	rub	rɨnkɨ	rɨnkɨ	r ɨ n k ɨ			943	[]	1
2642	Poyanawa	rub	haki	haki	h a k i			948	[]	1
2643	Chakobo	rub	sinu	sinu	s i n u			953	[]	1
2644	Chakobo	rub	masa	masa	m a s a			946	[]	1
2645	Kakataibo	rub	tʃɨka	tʃɨka	tʃ ɨ k a			945	[]	1
2646	Mastanawa	rub	tɨɾɨa	tɨɾɨa	t ɨ ɾ ɨ a			943	[]	1
2647	Chaninawa	rub	ɸiʃkia	ɸiʃkia	ɸ i ʃ k i a			952	[]	1
2648	Sharanawa	rub	tɨɾɨa	tɨɾɨa	t ɨ ɾ ɨ a			943	[]	1
2649	Amawaka	rub	tɨɾɨki	tɨɾɨki	t ɨ ɾ ɨ k i			943	[]	1
2650	Nawa	rub	tɨɾaki	tɨɾaki	t ɨ ɾ a k i			943	[]	1
2651	Marinawa	rub	tɨɾɨaki	tɨɾɨaki	t ɨ ɾ ɨ a k i			943	[]	1
2652	Yaminawa	rub	lɨjuwi	lɨjuwi	l ɨ j u w i			1585	[]	1
2653	Kashinawa_P	rub	huʂwa	huʂwa	h u ʂʷ a			950	[]	1
2654	Araona	rub	kuiji	kuiji	k u i j i			954	[]	1
1898	Matses	salt	sa	sa	s a			962	[]	1
1899	Matis	salt	sa	sa	s a			962	[]	1
1900	Marubo	salt	katʃi	katʃi	k a tʃ i			961	[]	1
1901	Shipibo_Konibo	salt	taʃi	taʃi	t a ʃ i			956	[]	1
1902	Kapanawa	salt	taʃi	taʃi	t a ʃ i			956	[]	1
1903	Shanenawa	salt	ruʂan	ruʂan	r u ʂ a n			959	[]	1
1904	Yawanawa	salt	βatanti	βatanti	β a t a n t i			958	[]	1
1905	Poyanawa	salt	xau	xau	x/ʂ a u			962	[]	1
1906	Iskonawa	salt	sari	sari	s a r i			962	[]	1
1907	Chakobo	salt	tʃupara	tʃupara	tʃ u p a r a			965	[]	1
1908	Pakawara	salt	yutʃi	yutʃi	j u tʃ i			960	[]	1
1909	Kakataibo	salt	tasi	tasi	t a s i			956	[]	1
1910	Kaxarari	salt	salu	salu	s a l u			962	[]	1
1911	Mastanawa	salt	saw	saw	s a w			962	[]	1
1912	Chaninawa	salt	sau	sau	s a u			962	[]	1
1913	Sharanawa	salt	sau	sau	s a u			962	[]	1
1914	Amawaka	salt	taʃi	taʃi	t a ʃ i			956	[]	1
1915	Nawa	salt	taʃi	taʃi	t a ʃ i			956	[]	1
1916	Marinawa	salt	taʃi	taʃi	t a ʃ i			956	[]	1
1917	Yaminawa	salt	taʃi	taʃi	t a ʃ i			956	[]	1
1918	Kashinawa_P	salt	sal	sal	s a l			962	[]	1
1919	Kashinawa_B	salt	dɨβuʂa	dɨβuʂa	d ɨ β u ʂ a			963	[]	1
1920	Araona	salt	meje	meje	m e j e			967	[]	1
1581	Matses	sand	masi	masi	m a s i			968	[]	1
1582	Matis	sand	masi	masi	m a s i			968	[]	1
1583	Marubo	sand	maʃi	maʃi	m a ʃ i			968	[]	1
1584	Kanamari	sand	maʃaʃ	maʃaʃ	m a ʃ a ʃ			968	[]	1
1585	Shipibo_Konibo	sand	maʃi	maʃi	m a ʃ i			968	[]	1
1586	Kapanawa	sand	maʃi	maʃi	m a ʃ i			968	[]	1
1587	Shanenawa	sand	maʂi	maʂi	m a ʂ i			968	[]	1
1588	Yawanawa	sand	maʃi	maʃi	m a ʃ i			968	[]	1
1589	Nukini	sand	mai	mai	m a i			969	[]	1
1590	Poyanawa	sand	baʃi	baʃi	b a ʃ i			968	[]	1
1591	Iskonawa	sand	maʃi	maʃi	m a ʃ i			968	[]	1
1592	Chakobo	sand	maʂɨnɨ	maʂɨnɨ	m a ʂ ɨ + n ɨ			968	[]	1
1593	Pakawara	sand	maʃina	maʃina	m a ʃ i + n a			968	[]	1
1594	Kakataibo	sand	masi	masi	m a s i			968	[]	1
1595	Kaxarari	sand	hɨnɨmaʂi	hɨnɨmaʂi	h ɨ n ɨ + m a ʂ i			968	[]	1
1596	Mastanawa	sand	majnhi	majnhi	m a j n + h i			969	[]	1
1597	Chaninawa	sand	maiɸi	maiɸi	m a i + ɸ i			969	[]	1
1598	Sharanawa	sand	mainɸi	mainɸi	m a i n + ɸ i			969	[]	1
1599	Amawaka	sand	maj	maj	m a i			968	[]	1
1600	Nawa	sand	majɸi	majɸi	m a j + ɸ i			969	[]	1
1601	Marinawa	sand	ɨndɨmaj	ɨndɨmaj	ɨ ⁿd ɨ + m a i			955	[]	1
1602	Yaminawa	sand	baʃi	baʃi	b a ʃ i			968	[]	1
1603	Kashinawa_P	sand	maʃi	maʃi	m a ʃ i			968	[]	1
1604	Kashinawa_B	sand	maʂi	maʂi	m a ʂ i			968	[]	1
1605	Araona	sand	mezizo	mezizo	m e z i z o			968	[]	1
3400	Matses	say	ke	ke	k e			981	[]	1
3401	Matis	say	ke	ke	k e			981	[]	1
3402	Marubo	say	iki	iki	i k i			981	[]	1
3403	Shipibo_Konibo	say	yui	yui	j u i			971	[]	1
3404	Kapanawa	say	yui	yui	j u i			971	[]	1
3405	Shanenawa	say	ju	ju	j u			971	[]	1
3406	Yawanawa	say	jui	jui	j u i			971	[]	1
3407	Iskonawa	say	βana	βana	β a n a			974	[]	1
3408	Chakobo	say	i	i	i			981	[]	1
3409	Kakataibo	say	ka	ka	k a			981	[]	1
3410	Kaxarari	say	huya	huya	h u j a			1588	[]	1
3411	Mastanawa	say	juwja	juwi	j u w i			977	[]	1
3412	Chaninawa	say	juwi	jui	j u			971	[]	1
3413	Sharanawa	say	juwi	juwi	j u w i			971	[]	1
3414	Amawaka	say	juʔi	jui	j u i			971	[]	1
3415	Nawa	say	juwi	juwi	j u w i			971	[]	1
3416	Marinawa	say	juwi	jui	j u i			971	[]	1
3417	Yaminawa	say	juwi	juwi	j u w i			971	[]	1
3418	Kashinawa_P	say	juj	jui	j u i			971	[]	1
3419	Kashinawa_P	say	ʧanja	ʧani	tʃ a n i			975	[]	1
3420	Kashinawa_B	say	hãtʃa	hãtʃa	h ã tʃ a			973	[]	1
3421	Araona	say	a	a	a			981	[]	1
2812	Matses	scratch [an itch]	ʃueʃka	ʃueʃka	ʃ u e ʃ + k a			985	[]	1
2813	Matis	scratch [an itch]	ʂɨkɨdke	ʂɨkɨdke	ʂ ɨ k ɨ d + k e			990	[]	1
2814	Marubo	scratch [an itch]	turɨska	turɨska	t u r ɨ s + k a			985	[]	1
2815	Katukina	scratch [an itch]	rani	rani	r a n i			986	[]	1
2816	Shipibo_Konibo	scratch [an itch]	ʂua	ʂua	ʂ u a			983	[]	1
2817	Kapanawa	scratch [an itch]	raβɨʂ	raβɨʂ	r a β ɨ ʂ			972	[]	1
2818	Kapanawa	scratch [an itch]	ʂua	ʂua	ʂ u a			983	[]	1
2819	Shanenawa	scratch [an itch]	ʂua	ʂua	ʂ u a			983	[]	1
2820	Iskonawa	scratch [an itch]	ʧuɨh ʧuɨh ik	ʧuɨh ʧuɨh ik	tʃ u ɨ h tʃ u ɨ h i k			993	[]	1
2821	Chakobo	scratch [an itch]	ʂua	ʂua	ʂ u a			983	[]	1
2822	Kakataibo	scratch [an itch]	ʂua	ʂua	ʂ u a			983	[]	1
2823	Mastanawa	scratch [an itch]	ʂuwa	ʂuwa	ʂ u w a			983	[]	1
2824	Chaninawa	scratch [an itch]	ʂuwa	ʂuwa	ʂ u w a			983	[]	1
2825	Sharanawa	scratch [an itch]	ʂuwa	ʂuwa	ʂ u w a			983	[]	1
2826	Amawaka	scratch [an itch]	çuwa	çuwa	ç u w a			983	[]	1
2827	Nawa	scratch [an itch]	ʂuwaj	ʂuwa	ʂ u w a			983	[]	1
2828	Marinawa	scratch [an itch]	ʂu	ʂu	ʂ u			983	[]	1
2829	Yaminawa	scratch [an itch]	ʂuwa	ʂuwa	ʂ u w a			983	[]	1
2830	Kashinawa_P	scratch [an itch]	ʂwaj	ʂua	ʂ u a			983	[]	1
2831	Araona	scratch [an itch]	meli	meli	m e l i			994	[]	1
2832	Araona	scratch [an itch]	dede	dede	d e d e			984	[]	1
2833	Araona	scratch [an itch]	zeo	zeo	z e o			987	[]	1
2974	Matses	see	is	is	i s			996	[]	1
2975	Matis	see	is	is	i s			996	[]	1
2976	Marubo	see	win	uin	u i n			997	[]	1
2977	Katukina	see	uin	uin	u i n			997	[]	1
2978	Shipibo_Konibo	see	win	uin	u i n			997	[]	1
2979	Kapanawa	see	his	his	h i s			996	[]	1
2980	Shanenawa	see	uin	uin	u i n			997	[]	1
2981	Yawanawa	see	uin	uin	u i n			997	[]	1
2982	Iskonawa	see	uin	uin	u i n			997	[]	1
2983	Chakobo	see	his	his	h i s			996	[]	1
2984	Pakawara	see	hispa	hispa	h i s p a			996	[]	1
2985	Kakataibo	see	is	is	i s			996	[]	1
2986	Kaxarari	see	waya	waya	w a j a			998	[]	1
2987	Mastanawa	see	unwɨ	unwɨ	u n w ɨ			997	[]	1
2988	Chaninawa	see	unwi	unwi	u n w i			997	[]	1
2989	Sharanawa	see	ũw̃ĩ	ũw̃ĩ	ũ w ĩ			997	[]	1
2990	Amawaka	see	iʔi	iʔin	i ʔ i n			979	[]	1
2991	Nawa	see	ũwĩ	ũwĩ	ũ w ĩ			997	[]	1
2992	Marinawa	see	unwɨ	unwɨ	u n w ɨ			997	[]	1
2993	Yaminawa	see	unwɨ	unwɨ	u n w ɨ			997	[]	1
2994	Kashinawa_P	see	uɨja	uɨja	u ɨ j a			997	[]	1
2995	Kashinawa_B	see	uĩ	uĩ	u ĩ			997	[]	1
2996	Araona	see	ba	ba	b a			998	[]	1
1201	Matses	seed	ɨʂɨ	ɨʂɨ	ɨ ʂ ɨ			999	[]	1
1202	Matis	seed	ɨʂɨ	ɨʂɨ	ɨ ʂ ɨ			999	[]	1
1203	Marubo	seed	ɨʂɨ	ɨʂɨ	ɨ ʂ ɨ			999	[]	1
1204	Katukina	seed	hexhe	hexhe	h e x/ʂ e			999	[]	1
1205	Kanamari	seed	hɨsɨ	hɨsɨ	h ɨ s ɨ			999	[]	1
1206	Shipibo_Konibo	seed	βɨru	βɨru	β ɨ r u			1000	[]	1
1207	Kapanawa	seed	βɨru	βɨru	β ɨ r u			1000	[]	1
1208	Shanenawa	seed	ɨʂɨ	ɨʂɨ	ɨ ʂ ɨ			999	[]	1
1209	Yawanawa	seed	ɨʂɨ	ɨʂɨ	ɨ ʂ ɨ			999	[]	1
1210	Nukini	seed	ɨhu	ɨhu	ɨ h u			999	[]	1
1211	Poyanawa	seed	ɨhɨ	ɨhɨ	ɨ h ɨ			999	[]	1
1212	Iskonawa	seed	ɨhɨ	ɨhɨ	ɨ h ɨ			999	[]	1
1213	Chakobo	seed	βɨru	βɨru	β ɨ r u			1000	[]	1
1214	Pakawara	seed	βiru	βiru	β i r u			1000	[]	1
1215	Kakataibo	seed	βɨru	βɨru	β ɨ r u			1000	[]	1
1216	Kaxarari	seed	wanatu	wanatu	w a n a t u			1003	[]	1
1217	Mastanawa	seed	ɨʂɨ	ɨʂɨ	ɨ ʂ ɨ			999	[]	1
1218	Chaninawa	seed	ɨʂi	ɨʂi	ɨ ʂ i			999	[]	1
1219	Sharanawa	seed	ɨʂɨ	ɨʂɨ	ɨ ʂ ɨ			999	[]	1
1220	Amawaka	seed	hɨçɨ	hɨçɨ	h ɨ ç ɨ			999	[]	1
1221	Nawa	seed	ɨʂɨ	ɨʂɨ	ɨ ʂ ɨ			999	[]	1
1222	Marinawa	seed	ɨʂɨ	ɨʂɨ	ɨ ʂ ɨ			999	[]	1
1223	Yaminawa	seed	ɨʂɨ	ɨʂɨ	ɨ ʂ ɨ			999	[]	1
1224	Kashinawa_P	seed	hɨʂɨ	hɨʂɨ	h ɨ ʂ ɨ			999	[]	1
1225	Kashinawa_B	seed	hɨʂɨ	hɨʂɨ	h ɨ ʂ ɨ			999	[]	1
1226	Araona	seed	jaja	jaja	j a j a			1001	[]	1
2955	Matses	sew	tuska	tuska	t u s + k a			1012	[]	1
2956	Matis	sew	kunkun	kunkun	k u n + k u n			1011	[]	1
2957	Marubo	sew	nuʂɨ	nuʂɨ	n u ʂ ɨ			1006	[]	1
2958	Katukina	sew	tariraru	tariraru	t a r i r a r u			1010	[]	1
2959	Shipibo_Konibo	sew	kɨʂɨ	kɨʂɨ	k ɨ ʂ ɨ			1005	[]	1
2960	Kapanawa	sew	kɨʂɨ	kɨʂɨ	k ɨ ʂ ɨ			1005	[]	1
2961	Yawanawa	sew	ʂɨwa	ʂɨwa	ʂ ɨ w a			1005	[]	1
2962	Iskonawa	sew	hɨwa	hɨwa	h ɨ w a			1005	[]	1
2963	Chakobo	sew	kɨʂa	kɨʂa	k ɨ ʂ a			1005	[]	1
2964	Kakataibo	sew	unu	unu	u n u			995	[]	1
2965	Mastanawa	sew	ɨʔɨʃi	ɨʔɨʃi	ɨ ʔ ɨ ʃ i			1005	[]	1
2966	Chaninawa	sew	ikɨʂɨ	ikɨʂɨ	i k ɨ ʂ ɨ			1005	[]	1
2967	Sharanawa	sew	ikɨʂɨi	ikɨʂɨ	i k ɨ ʂ ɨ			1005	[]	1
2968	Amawaka	sew	kɨçɨi	kɨçɨ	k ɨ ç ɨ			1005	[]	1
2969	Nawa	sew	ɨkɨʂɨ	ikɨʂɨ	i k ɨ ʂ ɨ			1005	[]	1
2970	Marinawa	sew	ikɨʃi	ikɨʃi	i k ɨ ʃ i			1005	[]	1
2971	Yaminawa	sew	kɨʃiwa	kɨʃiwa	k ɨ ʃ i w a			1005	[]	1
2972	Kashinawa_P	sew	kɨʂɨa	kɨʂɨ	k ɨ ʂ ɨ			1005	[]	1
2973	Araona	sew	licui	licui	l i c u i			1007	[]	1
3543	Matses	sharp [knife]	kuɨnu	kuɨnu	k u ɨ n u			1014	[]	1
3544	Matis	sharp [knife]	tʃimu	tʃimu	tʃ i m u			1018	[]	1
3545	Marubo	sharp [knife]	kɨwan	kɨwan	k ɨ w a n			1019	[]	1
3546	Katukina	sharp [knife]	riski	riski	r i s k i			1020	[]	1
3547	Shipibo_Konibo	sharp [knife]	kɨnʂu	kɨnʂu	k ɨ n ʂ u			1589	[]	1
3548	Kapanawa	sharp [knife]	kɨʂu	kɨʂu	k ɨ ʂ u			1589	[]	1
3549	Iskonawa	sharp [knife]	kɨntu	kɨntu	k ɨ n t u			1014	[]	1
3550	Chakobo	sharp [knife]	kɨnu	kɨnu	k ɨ n u			1014	[]	1
3551	Pakawara	sharp [knife]	ɨika	ɨika	ɨ i k a			1017	[]	1
3552	Kakataibo	sharp [knife]	kwɨnu	kwɨnu	kʷ ɨ n u			1014	[]	1
3553	Mastanawa	sharp [knife]	kɨdu	kɨdu	k ɨ d u			1014	[]	1
3554	Chaninawa	sharp [knife]	kɨdu	kɨdu	k ɨ d u			1014	[]	1
3555	Sharanawa	sharp [knife]	kɨdu	kɨdu	k ɨ d u			1014	[]	1
3556	Amawaka	sharp [knife]	kɨndu	kɨndu	k ɨ ⁿd u			1014	[]	1
3557	Nawa	sharp [knife]	kɨdu	kɨdu	k ɨ d u			1014	[]	1
3558	Marinawa	sharp [knife]	kɨndu	kɨndu	k ɨ ⁿd u			1014	[]	1
3559	Yaminawa	sharp [knife]	kɨdu	kɨdu	k ɨ d u			1014	[]	1
3560	Kashinawa_P	sharp [knife]	kɨnu	kɨnu	k ɨ n u			1014	[]	1
3561	Araona	sharp [knife]	akueo	akueo	a k u e o			1015	[]	1
4121	Matses	short	βuʂku	βuʂku	β u ʂ k u			1594	[]	1
4122	Matis	short	tuku	tuku	t u k u			1593	[]	1
4123	Marubo	short	tukuʂta	tukuʂta	t u k u ʂ + t a			1593	[]	1
4124	Shipibo_Konibo	short	maʂku	maʂku	m a ʂ k u			1028	[]	1
4125	Kapanawa	short	kɨyatama	kɨyatama	k ɨ j a t a + m a			1041	[]	1
4126	Kapanawa	short	maʂku	maʂku	m a ʂ k u			1028	[]	1
4127	Shanenawa	short	ɸuti	ɸuti	ɸ u t i			1023	[]	1
4128	Yawanawa	short	hutu	hutu	h u t u			1023	[]	1
4129	Nukini	short	βũtu	βũtu	β ũ t u			1023	[]	1
4130	Poyanawa	short	naman	naman	n a m a n			1026	[]	1
4131	Iskonawa	short	βustu	βustu	β u s t u			1023	[]	1
4132	Chakobo	short	namanu	namanu	n a m a n u			1026	[]	1
4133	Kakataibo	short	mɨtu	mɨtu	m ɨ t u			1040	[]	1
4134	Kaxarari	short	tɨtɨkama	tɨtɨkama	t ɨ t ɨ k a m a			1029	[]	1
4135	Mastanawa	short	ɨʂtɨiʃta	ɨʂtɨiʃta	ɨ ʂ t ɨ i ʃ t a			1024	[]	1
4136	Chaninawa	short	ʂatɨ	ʂatɨ	ʂ a t ɨ			1027	[]	1
4137	Sharanawa	short	ʂatɨ	ʂatɨ	ʂ a t ɨ			1027	[]	1
4138	Amawaka	short	tuɾu	tuɾu	t u ɾ u			1025	[]	1
4139	Nawa	short	kɨjabaʃta	kɨjabaʃta	k ɨ j a b a ʃ t a			1031	[]	1
4140	Marinawa	short	ɨʂtɨiʃta	ɨʂtɨiʃta	ɨ ʂ t ɨ i ʃ t a			1024	[]	1
4141	Yaminawa	short	tiʂu piʃta	tiʂu piʃta	t i ʂ u p i ʃ t a			1033	[]	1
4142	Yaminawa	short	ʧajbaʃta	ʧajbaʃta	tʃ a j b a ʃ t a			1036	[]	1
4143	Kashinawa_P	short	ʧɨsti	ʧɨsti	tʃ ɨ s t i			1592	[]	1
4144	Kashinawa_B	short	tʃistɨpi	tʃistɨpi	tʃ i s t ɨ p i			1592	[]	1
4145	Araona	short	apokopoko	apokopoko	a p o k o p o k o			1030	[]	1
4146	Araona	short	asimosimo	asimosimo	a s i m o s i m o			1034	[]	1
4147	Araona	short	ma-ailipi	maailipi	m aː i l i p i			1037	[]	1
4148	Araona	short	pisha	pisha	p i ʃ a			1590	[]	1
3422	Matses	sing	kuɨdɨn	kuɨdɨn	k u ɨ d ɨ n			1045	[]	1
3423	Matis	sing	noman	noman	n o m a n			1050	[]	1
3424	Marubo	sing	kukai	kuka	k u k a			1044	[]	1
3425	Katukina	sing	kanta	kanta	k a n t a			1044	[]	1
3426	Shipibo_Konibo	sing	βɨwa	βɨwa	β ɨ w a			1043	[]	1
3427	Kapanawa	sing	βɨwai	βɨwai	β ɨ w a i			1043	[]	1
3428	Shanenawa	sing	ka	ka	k a			1044	[]	1
3429	Poyanawa	sing	rɨwɨ	rɨwɨ	r ɨ w ɨ			1043	[]	1
3430	Iskonawa	sing	rɨwin ik	rɨwin ik	r ɨ w i n + i k			1043	[]	1
3431	Chakobo	sing	kɨkɨ	kɨkɨ	k ɨ k ɨ			1044	[]	1
3432	Kakataibo	sing	tupu	tupu	t u p u			1596	[]	1
3433	Mastanawa	sing	ɸanaj	ɸana	ɸ a n a			1042	[]	1
3434	Chaninawa	sing	ɸana	ɸana	ɸ a n a			1042	[]	1
3435	Sharanawa	sing	ɸana	ɸana	ɸ a n a			1042	[]	1
3436	Amawaka	sing	wɨa	wɨa	w ɨ a			1595	[]	1
3437	Nawa	sing	ɸana iki	ɸana iki	ɸ a n a + i k i			1042	[]	1
3438	Marinawa	sing	ɸanajki	ɸana iki	ɸ a n a + i k i			1042	[]	1
3439	Yaminawa	sing	wana ik	wana ik	w a n a + i k			1042	[]	1
3440	Kashinawa_P	sing	nawa	nawa	n a w a			1049	[]	1
3441	Araona	sing	jeje	jeje	j e j e			1046	[]	1
3442	Araona	sing	kuei	kuei	k u e i			1052	[]	1
2193	Matses	sit	tsad	tsad	ts a d			1054	[]	1
2194	Matis	sit	tsad	tsad	ts a d			1054	[]	1
2195	Marubo	sit	tsau	tsau	ts a u			1054	[]	1
2196	Katukina	sit	βeu-ai	βeuai	β e u a i			1597	[]	1
2197	Shipibo_Konibo	sit	yakat	yakat	j a k a t			1056	[]	1
2198	Kapanawa	sit	tsauti	tsauti	ts a u + t i			1054	[]	1
2199	Shanenawa	sit	tsaw	tsaw	ts a w			1054	[]	1
2200	Yawanawa	sit	tsaw	tsaw	ts a w			1054	[]	1
2201	Iskonawa	sit	βɨwi	βɨwi	β ɨ w i			1597	[]	1
2202	Chakobo	sit	tsa?u	tsaʔu	ts a ʔ u			1054	[]	1
2203	Pakawara	sit	yakat	yakat	j a k a t			1056	[]	1
2204	Kakataibo	sit	tso	tso	ts o			1054	[]	1
2205	Mastanawa	sit	tsawa	tsawa	ts a w + a			1054	[]	1
2206	Chaninawa	sit	t͡sauwi	t͡sauwi	ts a u + w i			1054	[]	1
2207	Sharanawa	sit	t͡sauwɨ	t͡sauwɨ	ts a u + w ɨ			1054	[]	1
2208	Amawaka	sit	t͡saʔu	t͡saʔu	ts a ʔ u			1054	[]	1
2209	Nawa	sit	tsau	tsau	ts a u			1054	[]	1
2210	Marinawa	sit	tsawbi	tsawbi	ts a w + b i			1054	[]	1
2211	Yaminawa	sit	tsawa	tsawa	ts a w + a			1054	[]	1
2212	Kashinawa_P	sit	tsua	tsua	ts u a			1054	[]	1
2213	Araona	sit	ani	ani	a n i			1055	[]	1
754	Matses	skin [of person]	βitsi	βitsi	β i ts i			49	[]	1
755	Matis	skin [of person]	βidtsi	βidtsi	β i ts i			1063	[]	1
756	Marubo	skin [of person]	ɨʂpi	ɨʂpi	ɨ ʂ p i			1065	[]	1
757	Katukina	skin [of person]	wixiβi	wixiβi	w i tʃ i β i			1063	[]	1
758	Shipibo_Konibo	skin [of person]	βitʃi	βitʃi	β i tʃ i			1063	[]	1
759	Kapanawa	skin [of person]	βitʃi	βitʃi	β i tʃ i			1063	[]	1
760	Shanenawa	skin [of person]	ɸitʃi	ɸitʃi	ɸ i tʃ i			1063	[]	1
761	Yawanawa	skin [of person]	βitʃi	βitʃi	β i tʃ i			1063	[]	1
762	Nukini	skin [of person]	βiʃi	βiʃi	β i ʃ i			1063	[]	1
763	Iskonawa	skin [of person]	βiʧi	βiʧi	β i tʃ i			1063	[]	1
764	Iskonawa	skin [of person]	haka	haka	h a k a			1062	[]	1
765	Chakobo	skin [of person]	βitʃi	βitʃi	β i tʃ i			1063	[]	1
766	Pakawara	skin [of person]	witʃi	witʃi	w i tʃ i			1063	[]	1
767	Kakataibo	skin [of person]	ʂaka	ʂaka	ʂ a k a			1062	[]	1
768	Kaxarari	skin [of person]	witʃi	witʃi	w i tʃ i			1063	[]	1
769	Mastanawa	skin [of person]	ɸiʧi	ɸiʧi	ɸ i tʃ i			1063	[]	1
770	Chaninawa	skin [of person]	ɸit͡ʃi	ɸit͡ʃi	ɸ i tʃ i			1063	[]	1
771	Sharanawa	skin [of person]	ɸit͡ʃi	ɸit͡ʃi	ɸ i tʃ i			1063	[]	1
772	Amawaka	skin [of person]	punj̃ã	çaka	ç a k a			1064	[]	1
773	Nawa	skin [of person]	ɸiʧi	ɸiʧi	ɸ i tʃ i			49	[]	1
774	Marinawa	skin [of person]	ɸiʧi	ɸiʧi	ɸ i tʃ i			1063	[]	1
775	Yaminawa	skin [of person]	ɸiʧi	ɸiʧi	ɸ i tʃ i			1063	[]	1
776	Kashinawa_P	skin [of person]	βiʧi	βiʧi	β i tʃ i			1063	[]	1
777	Kashinawa_B	skin [of person]	βitʃi	βitʃi	β i tʃ i			1063	[]	1
778	Araona	skin [of person]	biki	biki	b i k i			1063	[]	1
1725	Matses	sky	aβu	aβu	a β u			1070	[]	1
1726	Matis	sky	aβu	aβu	a β u			1070	[]	1
1727	Marubo	sky	nai	nai	n a i			1068	[]	1
1728	Katukina	sky	nai	nai	n a i			1068	[]	1
1729	Shipibo_Konibo	sky	nai	nai	n a i			1068	[]	1
1730	Kapanawa	sky	nai	nai	n a i			1068	[]	1
1731	Shanenawa	sky	nai	nai	n a i			1068	[]	1
1732	Yawanawa	sky	nai	nai	n a i			1068	[]	1
1733	Nukini	sky	nai	nai	n a i			1068	[]	1
1734	Iskonawa	sky	naj	naj	n a i			1068	[]	1
1735	Chakobo	sky	naipa	naipa	n a i p a			1068	[]	1
1736	Pakawara	sky	naipa	naipa	n a i p a			1068	[]	1
1737	Kakataibo	sky	nai	nai	n a i			1068	[]	1
1738	Kaxarari	sky	naitʃi	naitʃi	n a i tʃ i			1068	[]	1
1739	Mastanawa	sky	daj	daj	d a i			1068	[]	1
1740	Chaninawa	sky	dai	dai	d a i			1068	[]	1
1741	Chaninawa	sky	bat͡ʃi	bat͡ʃi	b a tʃ i			1072	[]	1
1742	Sharanawa	sky	dai	dai	d a i			1068	[]	1
1743	Amawaka	sky	nai	nai	n a i			1068	[]	1
1744	Nawa	sky	daj	daj	d a i			1068	[]	1
1745	Marinawa	sky	daj	daj	d a i			1068	[]	1
1746	Yaminawa	sky	daj	daj	d a j			1068	[]	1
1747	Kashinawa_P	sky	naj	naj	n a i			1068	[]	1
1748	Kashinawa_B	sky	nay	nay	n a i			1068	[]	1
1749	Araona	sky	baepa	baepa	b a e p a			1069	[]	1
3283	Matses	sleep	uʂ	uʂ	u ʂ			1073	[]	1
3284	Matis	sleep	uʂ	uʂ	u ʂ			1073	[]	1
3285	Marubo	sleep	uʂa	uʂa	u ʂ a			1073	[]	1
3286	Katukina	sleep	uxa	uxa	u x/ʂ a			1073	[]	1
3287	Shipibo_Konibo	sleep	uʂa	uʂa	u ʂ a			1073	[]	1
3288	Kapanawa	sleep	uʂai	uʂa	u ʂ a			1073	[]	1
3289	Shanenawa	sleep	uʂa	uʂa	u ʂ a			1073	[]	1
3290	Yawanawa	sleep	uʃa	uʃa	u ʃ a			1073	[]	1
3291	Nukini	sleep	uha	uha	u h a			1073	[]	1
3292	Poyanawa	sleep	uhu	uhu	u h u			1073	[]	1
3293	Iskonawa	sleep	uhu	uhu	u h u			1073	[]	1
3294	Chakobo	sleep	uʂa	uʂa	u ʂ a			1073	[]	1
3295	Pakawara	sleep	uʃa	uʃa	u ʃ a			1073	[]	1
3296	Kakataibo	sleep	uʂ	uʂ	u ʂ			1073	[]	1
3297	Kaxarari	sleep	uʂa	uʂa	u ʂ a			1073	[]	1
3298	Mastanawa	sleep	uʂa	uʂa	u ʂ a			1073	[]	1
